"","Promotion","Event","EventID","Match","Fighter","FighterID","Result","Opponent","OpponentID","Method","Round","Time","Date"
"1","Eagle Fighting Championship","EFCEagle Fighting Championship: Selection 3",89931,"3","Gadzhimurad Aliev","Gadzhimurad-Aliev-298525","Win","Mansur Djamburaev","Mansur-Djamburaev-200295","Method","0","0:00",2021-07-18
"2","Eagle Fighting Championship","EFCEagle Fighting Championship: Selection 3",89931,"2","Israil Gadzhiagaevyet to c","Israil-Gadzhiagaev-380030","Win","Magomed Gapizovyet to ","Magomed-Gapizov-273483","N/A","0","0:00",2021-07-18
"3","Eagle Fighting Championship","EFCEagle Fighting Championship: Selection 3",89931,"1","Magomedrasul Sheykhmagomedovyet to c","Magomedrasul-Sheykhmagomedov-231871","Win","Mavlid Muradovyet to ","Mavlid-Muradov-308287","N/A","0","0:00",2021-07-18
"4","Fight Club Den Haag","Fight Club Den HaagAkira FC 2",89802,"2","Dominik Dankowski","Dominik-Dankowski-304361","Win","Mohamed Amine","Mohamed-Amine-376095","Method","0","0:00",2021-07-18
"5","Fight Club Den Haag","Fight Club Den HaagAkira FC 2",89802,"1","Lizzy Geversyet to c","Lizzy-Gevers-302473","Win","Kelley Hammingyet to ","Kelley-Hamming-386929","N/A","0","0:00",2021-07-18
"6","Legacy Fighting Alliance (LFA)","LFA 112Welterweight Grand Prix",89664,"12","Carlos Leal Miranda","Carlos-Leal-Miranda-109073","Win","Uyran Carlos","Uyran-Carlos-163141","Method Decision (Unanimous)","3","5:00",2021-07-18
"7","Legacy Fighting Alliance (LFA)","LFA 112Welterweight Grand Prix",89664,"11","Otto Rodrigues","Otto-Rodrigues-31623","Win","Carlos Augusto Santos da Silva","Carlos-Augusto-Santos-da-Silva-152507","Decision (Unanimous)Osiris Maia","3","5:00",2021-07-18
"8","Legacy Fighting Alliance (LFA)","LFA 112Welterweight Grand Prix",89664,"10","Rafael Ramos Estevam","Rafael-Ramos-Estevam-200851","Win","Filipe Esteves","Filipe-Esteves-248275","TKO (Punches)Joao Claudio Soares","2","2:19",2021-07-18
"9","Legacy Fighting Alliance (LFA)","LFA 112Welterweight Grand Prix",89664,"9","Kaynan Kruschewsky","Kaynan-Kruschewsky-152747","Win","Luiz Cesar da Silva Junior","Luiz-Cesar-da-Silva-Junior-165873","KO (Punch)Fernando Portella","1","1:02",2021-07-18
"10","Legacy Fighting Alliance (LFA)","LFA 112Welterweight Grand Prix",89664,"8","Carlos Mota","Carlos-Mota-182629","Win","Jeferson Ferreira de Oliveira","Jeferson-Ferreira-de-Oliveira-193985","Decision (Unanimous)Joao Claudio Soares","3","5:00",2021-07-18
"11","Legacy Fighting Alliance (LFA)","LFA 112Welterweight Grand Prix",89664,"7","Dayane de Souza Cardoso","Dayane-de-Souza-Cardoso-253403","Win","Elaine Cristina Lopez Pinheiro","Elaine-Cristina-Lopez-Pinheiro-353193","Submission (Rear-Naked Choke)Osiris Maia","1","3:45",2021-07-18
"12","Legacy Fighting Alliance (LFA)","LFA 112Welterweight Grand Prix",89664,"6","Carlos Leal Miranda","Carlos-Leal-Miranda-109073","Win","Diego Dias","Diego-Dias-145419","KO (Punch)Joao Claudio Soares","1","1:39",2021-07-18
"13","Legacy Fighting Alliance (LFA)","LFA 112Welterweight Grand Prix",89664,"5","Gabriel de Souza Bonfim","Gabriel-de-Souza-Bonfim-185083","Win","Brenner Alberth Barreto","Brenner-Alberth-Barreto-193025","KO (Punches)Osiris Maia","3","0:38",2021-07-18
"14","Legacy Fighting Alliance (LFA)","LFA 112Welterweight Grand Prix",89664,"4","Quemuel Ottoni","Quemuel-Ottoni-174569","Win","Ednaldo Junior Marques","Ednaldo-Junior-Marques-186835","Decision (Unanimous)Fernando Portella","3","3:00",2021-07-18
"15","Legacy Fighting Alliance (LFA)","LFA 112Welterweight Grand Prix",89664,"3","Wendell Giacomo","Wendell-Giacomo-157851","Win","Uyran Carlos","Uyran-Carlos-163141","Decision (Unanimous)Osiris Maia","3","3:00",2021-07-18
"16","Legacy Fighting Alliance (LFA)","LFA 112Welterweight Grand Prix",89664,"2","Gabriel Braga","Gabriel-Braga-291537","Win","Jhonatan Santos Cordeiro","Jhonatan-Santos-Cordeiro-242789","TKO (Knee and Punches)Fernando Portella","2","2:54",2021-07-18
"17","Legacy Fighting Alliance (LFA)","LFA 112Welterweight Grand Prix",89664,"1","Brena Soares Cardozo","Brena-Soares-Cardozo-353187","Win","Vania Brun Caceres","Vania-Brun-Caceres-277825","Decision (Unanimous)Joao Claudio Soares","3","5:00",2021-07-18
"18","X-Fest MMA","X-Fest 14Battle of Giants",89621,"9","Luis Fernando Miranda","Luis-Fernando-Miranda-20391","Win","Gilson Cardoso","Gilson-Cardoso-74475","Method","0","0:00",2021-07-18
"19","X-Fest MMA","X-Fest 14Battle of Giants",89621,"8","Jose     Santosyet to c","Jose-Santos-255097","Win","Patrick Siqueirayet to ","Patrick-Siqueira-146545","N/A","0","0:00",2021-07-18
"20","X-Fest MMA","X-Fest 14Battle of Giants",89621,"7","Matheus Martinsyet to c","Matheus-Martins-294963","Win","Mateus Matosyet to ","Mateus-Matos-388607","N/A","0","0:00",2021-07-18
"21","X-Fest MMA","X-Fest 14Battle of Giants",89621,"6","Welerson Oliveirayet to c","Welerson-Oliveira-279221","Win","Junior  Baianoyet to ","Junior-Baiano-371374","N/A","0","0:00",2021-07-18
"22","X-Fest MMA","X-Fest 14Battle of Giants",89621,"5","Andrey Manfioyet to c","Andrey-Manfio-345689","Win","Claudiomiro  Canto Filhoyet to ","Claudiomiro-Canto-Filho-330219","N/A","0","0:00",2021-07-18
"23","X-Fest MMA","X-Fest 14Battle of Giants",89621,"4","Claiton Trassanteyet to c","Claiton-Trassante-51503","Win","Elvis Rabelloyet to ","Elvis-Rabello-101911","N/A","0","0:00",2021-07-18
"24","X-Fest MMA","X-Fest 14Battle of Giants",89621,"3","Junior Alves de Oliveirayet to c","Junior-Alves-de-Oliveira-76978","Win","Leonardo Justoyet to ","Leonardo-Justo-248655","N/A","0","0:00",2021-07-18
"25","X-Fest MMA","X-Fest 14Battle of Giants",89621,"2","Rickson Thomet da Silvayet to c","Rickson-Thomet-da-Silva-358929","Win","Wellington Eduardo Madeirayet to ","Wellington-Eduardo-Madeira-282115","N/A","0","0:00",2021-07-18
"26","X-Fest MMA","X-Fest 14Battle of Giants",89621,"1","Modou Antayet to c","Modou-Anta-388606","Win","Betinho  Araujoyet to ","Betinho-Araujo-388605","N/A","0","0:00",2021-07-18
"27","Fight Club Den Haag","Fight Club Den HaagSummer Slam 2021",89620,"2","Carlo Vrolijken","Carlo-Vrolijken-376096","Win","Mohamed Amine","Mohamed-Amine-376095","Method","0","0:00",2021-07-18
"28","Fight Club Den Haag","Fight Club Den HaagSummer Slam 2021",89620,"1","Lizzy Geversyet to c","Lizzy-Gevers-302473","Win","Kelley Hammingyet to ","Kelley-Hamming-386929","N/A","0","0:00",2021-07-18
"29","Deep","DeepOsaka Impact 2021",89619,"9","Kunihisa Sasa","Kunihisa-Sasa-182485","Win","Seiji Akao","Seiji-Akao-23728","Method TKO (Punches)","1","3:44",2021-07-18
"30","Deep","DeepOsaka Impact 2021",89619,"8","Shinsuke Matsubara","Shinsuke-Matsubara-267641","Win","Yuki Tanioka","Yuki-Tanioka-384896","TKO (Punches)N/A","1","3:51",2021-07-18
"31","Deep","DeepOsaka Impact 2021",89619,"7","Kanna Kagaya","Kanna-Kagaya-357071","Win","Aoi Kuriyama","Aoi-Kuriyama-346833","Submission (Guillotine Choke)N/A","1","3:43",2021-07-18
"32","Deep","DeepOsaka Impact 2021",89619,"6","Moeri Suda","Moeri-Suda-373052","Win","Tomoko Hida","Tomoko-Hida-326477","Submission (Armbar)N/A","2","3:40",2021-07-18
"33","Deep","DeepOsaka Impact 2021",89619,"5","Aira Koga","Aira-Koga-376974","Win","Panna Cotta Minori","Panna-Cotta-Minori-282051","TKO (Punches)N/A","1","0:18",2021-07-18
"34","Deep","DeepOsaka Impact 2021",89619,"4","Asumi Komatsuzaki","Asumi-Komatsuzaki-382147","Win","Minari Masumoto","Minari-Masumoto-388379","TKO (Punches)N/A","2","2:56",2021-07-18
"35","Deep","DeepOsaka Impact 2021",89619,"3","Yuta Amifuji","Yuta-Amifuji-341815","Win","Rodrigo Nakaya","Rodrigo-Nakaya-386928","TKO (Punches)N/A","1","4:29",2021-07-18
"36","Deep","DeepOsaka Impact 2021",89619,"2","Kodai Yamasaki","Kodai-Yamasaki-382716","Win","Yoshitaka Akita","Yoshitaka-Akita-306183","Decision (Unanimous)N/A","2","5:00",2021-07-18
"37","Deep","DeepOsaka Impact 2021",89619,"1","Yuta Komaki","Yuta-Komaki-385973","Win","Konga Suda","Konga-Suda-388609","TKO (Punches)N/A","1","4:28",2021-07-18
"38","Future Fighting Championships","Future FCRoad to Future 2",87946,"9","Wellckerssom da Silva Oliveira","Wellckerssom-da-Silva-Oliveira-158505","Win","Diego Frigotto","Diego-Frigotto-377023","Method TKO (Knee)","1","2:33",2021-07-18
"39","Future Fighting Championships","Future FCRoad to Future 2",87946,"8","Alessandro Gambulino","Alessandro-Gambulino-117171","Win","Dhouglas Ribeiro","Dhouglas-Ribeiro-176253","Decision (Unanimous)Andre Ricardo","3","5:00",2021-07-18
"40","Future Fighting Championships","Future FCRoad to Future 2",87946,"7","Vitor Petrino Salvo","Vitor-Petrino-Salvo-255313","Win","Caike Souza","Caike-Souza-387653","TKO (Punches)Rogerio Luiz","1","4:17",2021-07-18
"41","Future Fighting Championships","Future FCRoad to Future 2",87946,"6","John David","John-David-152671","Win","Matheus Nascimento","Matheus-Nascimento-367695","TKO (Knee Injury)Junior Silva","1","1:20",2021-07-18
"42","Future Fighting Championships","Future FCRoad to Future 2",87946,"5","Mario Fumagalli","Mario-Fumagalli-10399","Win","Luid Lima","Luid-Lima-249417","Decision (Split)Guilherme Vieira Doni","3","5:00",2021-07-18
"43","Future Fighting Championships","Future FCRoad to Future 2",87946,"4","Johnatha Guido dos Santos Silveira","Johnatha-Guido-dos-Santos-Silveira-82367","Win","Otacilio Cena","Otacilio-Cena-49938","Submission (Armlock)Rogerio Luiz","1","4:19",2021-07-18
"44","Future Fighting Championships","Future FCRoad to Future 2",87946,"3","Joelson Henryke Lima Leal","Joelson-Henryke-Lima-Leal-213417","Win","Ronaldo Oliveira","Ronaldo-Oliveira-200661","KO (Punch)Junior Silva","3","0:53",2021-07-18
"45","Future Fighting Championships","Future FCRoad to Future 2",87946,"2","Enzo Matheus Kuakoski","Enzo-Matheus-Kuakoski-387651","Win","Victor Galvao dos Santos","Victor-Galvao-dos-Santos-387652","Submission (Triangle Choke)Guilherme Vieira Doni","3","2:47",2021-07-18
"46","Future Fighting Championships","Future FCRoad to Future 2",87946,"1","Anthony Davi Kuakoski","Anthony-Davi-Kuakoski-388053","Win","Kaua Santos","Kaua-Santos-388054","TKO (Punches)Guilherme Vieira Doni","2","1:12",2021-07-18
"47","Rise of a Warrior","ROAWRise of a Warrior 30",89928,"4","Stephen Townsel","Stephen-Townsel-369830","Win","Dai'kwon Fuse","Daikwon-Fuse-380345","Method","0","0:00",2021-07-17
"48","Rise of a Warrior","ROAWRise of a Warrior 30",89928,"3","Ashley Molinayet to c","Ashley-Molina-384005","Win","Amber Wesleyyet to ","Amber-Wesley-369906","N/A","0","0:00",2021-07-17
"49","Rise of a Warrior","ROAWRise of a Warrior 30",89928,"2","Chinelius Alburyyet to c","Chinelius-Albury-271475","Win","Nicholas Abelloyet to ","Nicholas-Abello-369902","N/A","0","0:00",2021-07-17
"50","Rise of a Warrior","ROAWRise of a Warrior 30",89928,"1","Robb Kalertyet to c","Robb-Kalert-369889","Win","Diesman Carveryet to ","Diesman-Carver-384605","N/A","0","0:00",2021-07-17
"51","Jue Cheng King","JCK Night Cage Series2021 Round 4",89922,"10","Zhipeng Liu","Zhipeng-Liu-253291","Win","Fu Chen","Fu-Chen-388563","Method","0","0:00",2021-07-17
"52","Jue Cheng King","JCK Night Cage Series2021 Round 4",89922,"9","Weiselari Weiselariyet to c","Weiselari-Weiselari-388562","Win","Wancai Zhuyet to ","Wancai-Zhu-381060","N/A","0","0:00",2021-07-17
"53","Jue Cheng King","JCK Night Cage Series2021 Round 4",89922,"8","Rimu Mayet to c","Rimu-Ma-387312","Win","Bao Zhangyet to ","Bao-Zhang-381063","N/A","0","0:00",2021-07-17
"54","Jue Cheng King","JCK Night Cage Series2021 Round 4",89922,"7","Aorigele Aorigeleyet to c","Aorigele-Aorigele-388561","Win","Aerdake Apaeryet to ","Aerdake-Apaer-382177","N/A","0","0:00",2021-07-17
"55","Jue Cheng King","JCK Night Cage Series2021 Round 4",89922,"6","Wang Huyet to c","Wang-Hu-335017","Win","Shun Yongyet to ","Shun-Yong-203103","N/A","0","0:00",2021-07-17
"56","Jue Cheng King","JCK Night Cage Series2021 Round 4",89922,"5","Xiang Liyet to c","Xiang-Li-388560","Win","Qi Wangyet to ","Qi-Wang-106391","N/A","0","0:00",2021-07-17
"57","Jue Cheng King","JCK Night Cage Series2021 Round 4",89922,"4","Nidu Shayet to c","Nidu-Sha-329239","Win","Xiaolong Wuyet to ","Xiaolong-Wu-242135","N/A","0","0:00",2021-07-17
"58","Jue Cheng King","JCK Night Cage Series2021 Round 4",89922,"3","Liu Fanyet to c","Liu-Fan-353077","Win","Biao Zhangyet to ","Biao-Zhang-388559","N/A","0","0:00",2021-07-17
"59","Jue Cheng King","JCK Night Cage Series2021 Round 4",89922,"2","Aorigele Aorigeleyet to c","Aorigele-Aorigele-388558","Win","LiGe Tengyet to ","LiGe-Teng-125703","N/A","0","0:00",2021-07-17
"60","Jue Cheng King","JCK Night Cage Series2021 Round 4",89922,"1","Ma Shuangyet to c","Ma-Shuang-180023","Win","Mengqi Fengyet to ","Mengqi-Feng-381069","N/A","0","0:00",2021-07-17
"61","Refit Pro Fighters","Refit Pro FightersRefit Pro Fighters 1",89795,"10","Jorge Filho","Jorge-Filho-151487","Win","Wesley da Silva Marques","Wesley-da-Silva-Marques-311349","Method Submission (Rear-Naked Choke)","1","03:58",2021-07-17
"62","Refit Pro Fighters","Refit Pro FightersRefit Pro Fighters 1",89795,"9","Luan Matheus","Luan-Matheus-207839","Win","Alexandre Cirne","Alexandre-Cirne-132751","TKO (Elbow and Punches)Flavio Almendra","1","00:27",2021-07-17
"63","Refit Pro Fighters","Refit Pro FightersRefit Pro Fighters 1",89795,"8","Vandirson Alves do Nascimento","Vandirson-Alves-do-Nascimento-181861","Win","Jhonnis Matheus","Jhonnis-Matheus-165837","TKO (Punches)Marcos Machado","1","02:26",2021-07-17
"64","Refit Pro Fighters","Refit Pro FightersRefit Pro Fighters 1",89795,"7","Everton Nascimento","Everton-Nascimento-190945","Win","Jameson Oliveira","Jameson-Oliveira-225659","Decision (Split)Eugenio Veroneze","3","05:00",2021-07-17
"65","Refit Pro Fighters","Refit Pro FightersRefit Pro Fighters 1",89795,"6","Frank Bispo","Frank-Bispo-116133","Win","Humberto Vieira Rangel Jr.","Humberto-Vieira-Rangel-Jr-130363","Decision (Unanimous)Julian Fabrin Soares","3","05:00",2021-07-17
"66","Refit Pro Fighters","Refit Pro FightersRefit Pro Fighters 1",89795,"5","Harlysson Nunes Souza","Harlysson-Nunes-Souza-298509","Win","Leonardo Feitosa","Leonardo-Feitosa-329785","TKO (Punches)Luiz Aymore","2","02:00",2021-07-17
"67","Refit Pro Fighters","Refit Pro FightersRefit Pro Fighters 1",89795,"4","Lucas de Araujo","Lucas-de-Araujo-388650","Win","Ricardo     Souza","Ricardo-Souza-250459","TKO (Body Kick and Punches)Marcos Machado","3","01:31",2021-07-17
"68","Refit Pro Fighters","Refit Pro FightersRefit Pro Fighters 1",89795,"3","Antonio Marcos da Silva Sousa","Antonio-Marcos-da-Silva-Sousa-388530","Win","Afranio Silva","Afranio-Silva-52002","Kakau Martins","2","02:20",2021-07-17
"69","Refit Pro Fighters","Refit Pro FightersRefit Pro Fighters 1",89795,"2","Gabriel Souza Galindo de Melo","Gabriel-Souza-Galindo-de-Melo-375583","Win","Alex Nunes","Alex-Nunes-375173","Submission (Kimura)Eugenio Veroneze","2","02:43",2021-07-17
"70","Refit Pro Fighters","Refit Pro FightersRefit Pro Fighters 1",89795,"1","Leidiane Fernandes","Leidiane-Fernandes-376517","Win","Josiany Fabriely","Josiany-Fabriely-357001","Decision (Unanimous)Luiz Lukel","3","05:00",2021-07-17
"71","Pancrase","PancraseOsaka",89730,"7","Wataru Mimura","Wataru-Mimura-151767","Win","Shuichi Kanda","Shuichi-Kanda-92087","Method Decision (Unanimous)","3","5:00",2021-07-17
"72","Pancrase","PancraseOsaka",89730,"6","Yusaku Kinoshita","Yusaku-Kinoshita-382723","Win","Yuta Nakamura","Yuta-Nakamura-10038","TKO (Punch)N/A","1","2:34",2021-07-17
"73","Pancrase","PancraseOsaka",89730,"5","Doteki Ogawa","Doteki-Ogawa-72384","Win","Yuki Ota","Yuki-Ota-201471","Decision (Split)N/A","3","3:00",2021-07-17
"74","Pancrase","PancraseOsaka",89730,"4","Reo Hansen","Reo-Hansen-230621","Win","Ichiki Tanaka","Ichiki-Tanaka-207177","TKO (Punches)N/A","3","1:18",2021-07-17
"75","Pancrase","PancraseOsaka",89730,"3","Shogo Nagaya","Shogo-Nagaya-225935","Win","Karl Karl","Karl-Karl-373531","Submission (Triangle Choke)N/A","2","2:59",2021-07-17
"76","Pancrase","PancraseOsaka",89730,"2","Kohei Kiriyama","Kohei-Kiriyama-306179","Win","Kosei Sugihara","Kosei-Sugihara-55402","TKO (Punches)N/A","1","0:55",2021-07-17
"77","Pancrase","PancraseOsaka",89730,"1","Sora Ichinomoto","Sora-Ichinomoto-382717","Win","Kei Tobou","Kei-Tobou-382658","Decision (Split)N/A","3","3:00",2021-07-17
"78","Mix Fight Events","MFEMix Fight Events 48",89728,"2","Jose    Torres","Jose-Torres-366981","Win","Mohamed Bouasria","Mohamed-Bouasria-352483","Method","0","0:00",2021-07-17
"79","Mix Fight Events","MFEMix Fight Events 48",89728,"1","Daniel Vasquezyet to c","Daniel-Vasquez-223637","Win","Geiker Ferreryet to ","Geiker-Ferrer-311527","N/A","0","0:00",2021-07-17
"80","Russian Cagefighting Championship","RCCIntro 14",89727,"10","Wagner Prado","Wagner-Prado-53134","Win","Mikhail Ragozin","Mikhail-Ragozin-207301","Method Decision (Unanimous)","3","5:00",2021-07-17
"81","Russian Cagefighting Championship","RCCIntro 14",89727,"9","Kirill Kornilov","Kirill-Kornilov-338905","Win","Roggers Souza","Roggers-Souza-220497","TKO (Body Kicks and Punches)Vyacheslav Kiselev","1","4:39",2021-07-17
"82","Russian Cagefighting Championship","RCCIntro 14",89727,"8","Evgeniy Ignatiev","Evgeniy-Ignatiev-191873","Win","Rudney Carvalho","Rudney-Carvalho-233639","KO (Punches)Georgy Tamoev","2","0:25",2021-07-17
"83","Russian Cagefighting Championship","RCCIntro 14",89727,"7","Viktor Azatyan","Viktor-Azatyan-222875","Win","Ivan Sopivskoy","Ivan-Sopivskoy-308543","KO (Elbow and Punches)Vyacheslav Perskiy","1","3:32",2021-07-17
"84","Russian Cagefighting Championship","RCCIntro 14",89727,"6","Aleksandr Vasilev","Aleksandr-Vasilev-331029","Win","Vladislav Shabalin","Vladislav-Shabalin-191351","Submission (Rear-Naked Choke)Vyacheslav Kiselev","3","0:54",2021-07-17
"85","Russian Cagefighting Championship","RCCIntro 14",89727,"5","Magomedgadzhi Sirazhudinov","Magomedgadzhi-Sirazhudinov-263615","Win","Maxim Usoyan","Maxim-Usoyan-274225","TKO (Flying Knee and Punches)Vyacheslav Kiselev","1","2:53",2021-07-17
"86","Russian Cagefighting Championship","RCCIntro 14",89727,"4","Alexander Gorbunov","Alexander-Gorbunov-352479","Win","Valery Dashkevich","Valery-Dashkevich-274339","Decision (Unanimous)Georgy Tamoev","3","5:00",2021-07-17
"87","Russian Cagefighting Championship","RCCIntro 14",89727,"3","Valeriy Pak","Valeriy-Pak-280339","Win","Alexander Treskin","Alexander-Treskin-181583","Submission (Rear-Naked Choke)Georgy Tamoev","3","4:49",2021-07-17
"88","Russian Cagefighting Championship","RCCIntro 14",89727,"2","Irina Degtyareva","Irina-Degtyareva-247711","Win","Natalya Dyachkova","Natalya-Dyachkova-319097","Submission (Ankle Lock)Vyacheslav Perskiy","1","4:11",2021-07-17
"89","Russian Cagefighting Championship","RCCIntro 14",89727,"1","Magomedrasul Saybunov","Magomedrasul-Saybunov-312815","Win","Ivan Bondarchuk","Ivan-Bondarchuk-272983","Submission (Rear-Naked Choke)Vyacheslav Perskiy","3","4:13",2021-07-17
"90","Austrian Fight Challenge","AFCAustrian Fight Challenge",89726,"8","Ahmet Simsek","Ahmet-Simsek-373476","Win","Daniel Matusic","Daniel-Matusic-236859","Method","0","0:00",2021-07-17
"91","Austrian Fight Challenge","AFCAustrian Fight Challenge",89726,"7","Bogdan Gradyet to c","Bogdan-Grad-156707","Win","Bela Peschyet to ","Bela-Pesch-388557","N/A","0","0:00",2021-07-17
"92","Austrian Fight Challenge","AFCAustrian Fight Challenge",89726,"6","Daniel Schordjeyet to c","Daniel-Schordje-290383","Win","Ibragim Isaevyet to ","Ibragim-Isaev-349513","N/A","0","0:00",2021-07-17
"93","Austrian Fight Challenge","AFCAustrian Fight Challenge",89726,"5","Laurin Poschlyet to c","Laurin-Poschl-346391","Win","Emanuel Purkicyet to ","Emanuel-Purkic-388556","N/A","0","0:00",2021-07-17
"94","Austrian Fight Challenge","AFCAustrian Fight Challenge",89726,"4","Antonio Budimiryet to c","Antonio-Budimir-361351","Win","Benjamin Ajdyet to ","Benjamin-Ajd-388555","N/A","0","0:00",2021-07-17
"95","Austrian Fight Challenge","AFCAustrian Fight Challenge",89726,"3","Anas Hamdaouiyet to c","Anas-Hamdaoui-268723","Win","Ibrahim Haydariyet to ","Ibrahim-Haydari-388554","N/A","0","0:00",2021-07-17
"96","Austrian Fight Challenge","AFCAustrian Fight Challenge",89726,"2","Sali Azamyet to c","Sali-Azam-388552","Win","Talib Ispajchanowyet to ","Talib-Ispajchanow-388553","N/A","0","0:00",2021-07-17
"97","Austrian Fight Challenge","AFCAustrian Fight Challenge",89726,"1","David Travnicekyet to c","David-Travnicek-388550","Win","Martin Galbayet to ","Martin-Galba-388551","N/A","0","0:00",2021-07-17
"98","Fierce Challenger Series","FCS 1Fierce Challenger Series 1",89698,"4","Johann Rubio","Johann-Rubio-151407","Win","Ryan Hamilton","Ryan-Hamilton-109109","Method","0","0:00",2021-07-17
"99","Fierce Challenger Series","FCS 1Fierce Challenger Series 1",89698,"3","Mitch Ramirezyet to c","Mitch-Ramirez-244107","Win","Chris Sherley Riosyet to ","Chris-Sherley-Rios-97445","N/A","0","0:00",2021-07-17
"100","Fierce Challenger Series","FCS 1Fierce Challenger Series 1",89698,"2","David Maggioyet to c","David-Maggio-251729","Win","Ilay Barzilayyet to ","Ilay-Barzilay-326811","N/A","0","0:00",2021-07-17
"101","Fierce Challenger Series","FCS 1Fierce Challenger Series 1",89698,"1","Ahmed Sanchezyet to c","Ahmed-Sanchez-387649","Win","Kaden Bentleyyet to ","Kaden-Bentley-387650","N/A","0","0:00",2021-07-17
"102","Fightworld","FWFightworld 18",89696,"6","Elijah Harris","Elijah-Harris-175451","Win","Piankhi Zimmerman","Piankhi-Zimmerman-113795","Method","0","0:00",2021-07-17
"103","Fightworld","FWFightworld 18",89696,"5","Josh Jacksonyet to c","Josh-Jackson-290185","Win","Tyler Collinsyet to ","Tyler-Collins-187185","N/A","0","0:00",2021-07-17
"104","Fightworld","FWFightworld 18",89696,"4","Jeffrey Glossneryet to c","Jeffrey-Glossner-272125","Win","Mike Serranoyet to ","Mike-Serrano-72148","N/A","0","0:00",2021-07-17
"105","Fightworld","FWFightworld 18",89696,"3","Lewis Brutonyet to c","Lewis-Bruton-291689","Win","George Spanakisyet to ","George-Spanakis-387411","N/A","0","0:00",2021-07-17
"106","Fightworld","FWFightworld 18",89696,"2","James Mullensyet to c","James-Mullens-363021","Win","Anthony Ducatoyet to ","Anthony-Ducato-387410","N/A","0","0:00",2021-07-17
"107","Fightworld","FWFightworld 18",89696,"1","Alaina Dutillyet to c","Alaina-Dutill-387409","Win","Melissa Gardneryet to ","Melissa-Gardner-259517","N/A","0","0:00",2021-07-17
"108","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"19","Gustavo Duarte","Gustavo-Duarte-71471","Win","William Edward Hale","William-Edward-Hale-288505","Method","0","0:00",2021-07-17
"109","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"18","Larry Greeneyet to c","Larry-Greene-281097","Win","Andrew Case-Allanyet to ","Andrew-CaseAllan-285423","N/A","0","0:00",2021-07-17
"110","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"17","James Brownyet to c","James-Brown-243893","Win","Jordan Hernandezyet to ","Jordan-Hernandez-98131","N/A","0","0:00",2021-07-17
"111","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"16","Doug Coltraneyet to c","Doug-Coltrane-371911","Win","Kyle Wrightyet to ","Kyle-Wright-278113","N/A","0","0:00",2021-07-17
"112","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"15","William Wilsonyet to c","William-Wilson-205711","Win","Marcus Levesteryet to ","Marcus-Levester-222327","N/A","0","0:00",2021-07-17
"113","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"14","Tommy Cuozziyet to c","Tommy-Cuozzi-278151","Win","Cody Jenkinsyet to ","Cody-Jenkins-333751","N/A","0","0:00",2021-07-17
"114","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"13","Dave Morganyet to c","Dave-Morgan-83943","Win","Tim Goodwinyet to ","Tim-Goodwin-35710","N/A","0","0:00",2021-07-17
"115","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"12","Brent Williamsyet to c","Brent-Williams-378731","Win","Jonathon Freemanyet to ","Jonathon-Freeman-379190","N/A","0","0:00",2021-07-17
"116","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"11","Tino Singletaryyet to c","Tino-Singletary-285399","Win","Timothy Baloghyet to ","Timothy-Balogh-300359","N/A","0","0:00",2021-07-17
"117","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"10","Fredrick Morrisyet to c","Fredrick-Morris-387408","Win","Georges Kopayet to ","Georges-Kopa-379188","N/A","0","0:00",2021-07-17
"118","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"9","Darren Williamsyet to c","Darren-Williams-386751","Win","Shayaan Khokharyet to ","Shayaan-Khokhar-370475","N/A","0","0:00",2021-07-17
"119","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"8","Jacob Johnsonyet to c","Jacob-Johnson-68762","Win","Tracy Christianyet to ","Tracy-Christian-387407","N/A","0","0:00",2021-07-17
"120","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"7","Shane Dillehayyet to c","Shane-Dillehay-386750","Win","Seth Princeyet to ","Seth-Prince-385953","N/A","0","0:00",2021-07-17
"121","Ultimate Battle Grounds","Ultimate Battle Grounds 8Summer Heat 2: The Fight Expo",89695,"6","David Joseph Jordanyet to c","David-Joseph-Jordan-386749","Win","Justin Stassiyet to ","Justin-Stassi-295129","N/A","0","0:00",2021-07-17
