"","Promotion","Event","EventID","Match","Fighter","FighterID","Result","Opponent","OpponentID","Method","Round","Time","Date"
"7262","Oplot Challenge","OCOplot Challenge 114",88674,"1","Pavel Sidorov","Pavel-Sidorov-345167","Win","Mahmud  Rakhmanov","Mahmud-Rakhmanov-330579","TKO N/A","1","0:30",2021-02-28
"7263","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"67","Nadirkhan  Zagidov","Nadirkhan-Zagidov-342347","Win","Amir Babakhanov","Amir-Babakhanov-383730","Method Submission (Armbar)","1","3:30",2021-02-28
"7264","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"66","Shamil Tsakuev","Shamil-Tsakuev-180207","Win","Shokir Khamidov","Shokir-Khamidov-383729","Submission (Choke)N/A","1","1:20",2021-02-28
"7265","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"65","Gasan Imanov","Gasan-Imanov-383727","Win","Takhir Mamadzade","Takhir-Mamadzade-383728","TKON/A","2","3:40",2021-02-28
"7266","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"64","Argen Satymov","Argen-Satymov-380123","Win","Nursultan Agishev","Nursultan-Agishev-383726","Submission (Choke)N/A","1","1:50",2021-02-28
"7267","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"63","Mukhammad Kholikov","Mukhammad-Kholikov-369446","Win","Alikhan Elzhurkaev","Alikhan-Elzhurkaev-381362","TKON/A","1","4:55",2021-02-28
"7268","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"62","Ali Machiev","Ali-Machiev-383724","Win","Rustam Sabanov","Rustam-Sabanov-383725","Submission (Choke)N/A","1","1:09",2021-02-28
"7269","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"61","Imran Magaramov","Imran-Magaramov-287581","Win","Ali Belyaev","Ali-Belyaev-383723","Decision (Unanimous)N/A","2","5:00",2021-02-28
"7270","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"60","Fayzidini Radzhabali","Fayzidini-Radzhabali-190823","Win","Nursultan Tokaev","Nursultan-Tokaev-383722","Submission (Choke)N/A","1","0:43",2021-02-28
"7271","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"59","Arthur Maljavin","Arthur-Maljavin-136513","Win","Najmidin Uulu Bektursun","Najmidin-Uulu-Bektursun-383721","TKON/A","1","1:59",2021-02-28
"7272","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"58","Bakdoolot Isakov","Bakdoolot-Isakov-381307","Win","Ekubi Abdurakhim","Ekubi-Abdurakhim-383720","Submission (Choke)N/A","3","3:00",2021-02-28
"7273","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"57","Temurzhon Akhmadzhonov","Temurzhon-Akhmadzhonov-383718","Win","Tukhtasin Mamadaliev","Tukhtasin-Mamadaliev-383719","TKON/A","1","0:42",2021-02-28
"7274","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"56","Shamil Magomedov","Shamil-Magomedov-377205","Win","Semetey Uulu Bakhtiyar","Semetey-Uulu-Bakhtiyar-360659","Submission (Choke)N/A","1","4:40",2021-02-28
"7275","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"55","Nuriddin Odinabekov","Nuriddin-Odinabekov-383716","Win","Rustambek Fizilov","Rustambek-Fizilov-383717","TKON/A","2","3:15",2021-02-28
"7276","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"54","Sokhib Iskandarov","Sokhib-Iskandarov-383714","Win","Nizami Osmanov","Nizami-Osmanov-383715","TKON/A","1","1:45",2021-02-28
"7277","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"53","Shavkat Sukhratov","Shavkat-Sukhratov-383712","Win","Sergey Mityagin","Sergey-Mityagin-383713","TKON/A","1","1:55",2021-02-28
"7278","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"52","Kenan Jafarli","Kenan-Jafarli-221733","Win","Niyazbek uulu Namid","Niyazbek-uulu-Namid-383711","TKON/A","1","0:50",2021-02-28
"7279","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"51","Kylymbek Altymysh Uulu","Kylymbek-Altymysh-Uulu-375109","Win","Magomed Salamov","Magomed-Salamov-383710","Decision (Unanimous)N/A","2","5:00",2021-02-28
"7280","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"50","Fazliddin Sharipov","Fazliddin-Sharipov-383709","Win","Amangeldi Kalidinov","Amangeldi-Kalidinov-373356","TKON/A","2","2:15",2021-02-28
"7281","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"49","Toychubek uulu Daniyar","Toychubek-uulu-Daniyar-381335","Win","Gizo Kagermanov","Gizo-Kagermanov-383708","Submission (Armbar)N/A","2","2:50",2021-02-28
"7282","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"48","Roman Vybornyi","Roman-Vybornyi-245715","Win","Farukhbek uulu Itmat","Farukhbek-uulu-Itmat-383707","Submission (Choke)N/A","1","3:22",2021-02-28
"7283","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"47","Zavkivbek Mirov","Zavkivbek-Mirov-381322","Win","Khaybula Magomedamarov","Khaybula-Magomedamarov-383706","Submission (Choke)N/A","2","2:20",2021-02-28
"7284","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"46","Adam Chimirzayev","Adam-Chimirzayev-263799","Win","Dilshod Dilmuradov","Dilshod-Dilmuradov-383705","TKON/A","1","2:25",2021-02-28
"7285","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"45","Magomed Gadjiev","Magomed-Gadjiev-348529","Win","Fatkhullo Berdiev","Fatkhullo-Berdiev-383704","TKON/A","1","1:55",2021-02-28
"7286","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"44","Amirkhon Nurulloi","Amirkhon-Nurulloi-383701","Win","Bayaman Dzhumabaev","Bayaman-Dzhumabaev-383702","Decision (Unanimous)N/A","2","5:00d",2021-02-28
"7287","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"43","Khabib Omarov","Khabib-Omarov-351765","Win","Zhasurbek Tumanov","Zhasurbek-Tumanov-383700","Submission (Choke)N/A","1","2:50",2021-02-28
"7288","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"42","Dzhamshed Galiev","Dzhamshed-Galiev-383699","Win","Aleksandr Balaur","Aleksandr-Balaur-379233","TKO (Retirement)N/A","2","5:00",2021-02-28
"7289","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"41","Umed Khochaev","Umed-Khochaev-383697","Win","Kurmanali uulu Nurzatbek","Kurmanali-uulu-Nurzatbek-383698","Decision (Unanimous)N/A","2","5:00",2021-02-28
"7290","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"40","Saparali uulu Erbol","Saparali-uulu-Erbol-383696","Win","Abdulakhad Dovudov","Abdulakhad-Dovudov-374046","Submission (Choke)N/A","3","2:15",2021-02-28
"7291","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"39","Mukhammad Khochaev","Mukhammad-Khochaev-383695","Win","Georgiy Garnaratsyan","Georgiy-Garnaratsyan-352821","Decision (Unanimous)N/A","2","5:00",2021-02-28
"7292","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"38","Arstanbek Zulumov","Arstanbek-Zulumov-376132","Win","Petr Yaroshevets","Petr-Yaroshevets-383694","Submission (Choke)N/A","2","1:15",2021-02-28
"7293","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"37","Roman Neretin","Roman-Neretin-383692","Win","Omurbek Baykabylov","Omurbek-Baykabylov-383693","Submission (Choke)N/A","1","3:20",2021-02-28
"7294","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"36","Islam Ibadullaev","Islam-Ibadullaev-383690","Win","Bakhodir Narimanov","Bakhodir-Narimanov-383691","TKON/A","1","0:50",2021-02-28
"7295","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"35","Almazbek Nadirov","Almazbek-Nadirov-383130","Win","Azizbek Rasulov","Azizbek-Rasulov-382475","Submission (Choke)N/A","1","0:38",2021-02-28
"7296","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"34","Syimyk Mamadaliev","Syimyk-Mamadaliev-383689","Win","Ekhromchoni Kurbonzoda","Ekhromchoni-Kurbonzoda-380124","Submission (Choke)N/A","1","3:15",2021-02-28
"7297","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"33","Akhmad Boykaraev","Akhmad-Boykaraev-346145","Win","Artem Kurgulin","Artem-Kurgulin-383688","Submission (Choke)N/A","1","1:05",2021-02-28
"7298","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"32","Nurzhigit Zhaliev","Nurzhigit-Zhaliev-383686","Win","Rukhshedchon Gayratov","Rukhshedchon-Gayratov-383687","TKON/A","1","2:50",2021-02-28
"7299","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"31","Tolosay uulu Alimek","Tolosay-uulu-Alimek-383684","Win","Startak Roun","Startak-Roun-383685","TKON/A","1","1:55",2021-02-28
"7300","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"30","Fayzula Umatov","Fayzula-Umatov-383682","Win","Nurlanbek uulu Shumkarbek","Nurlanbek-uulu-Shumkarbek-383683","Submission (Choke)N/A","1","2:50",2021-02-28
"7301","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"29","Nadyr Aliev","Nadyr-Aliev-383681","Win","Azamat Fargiev","Azamat-Fargiev-369482","Submission (Choke)N/A","1","4:30",2021-02-28
"7302","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"28","Seypudin Magomedov","Seypudin-Magomedov-383680","Win","Arsen Nersesyan","Arsen-Nersesyan-215153","TKON/A","1","1:25",2021-02-28
"7303","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"27","Magamedrasul Magamedov","Magamedrasul-Magamedov-381700","Win","Ylyisbek uulu Nazhmidin","Ylyisbek-uulu-Nazhmidin-383679","TKON/A","1","3:11",2021-02-28
"7304","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"26","Mashkhurbek Madaminov","Mashkhurbek-Madaminov-383677","Win","Shakhrat Murzulukov","Shakhrat-Murzulukov-383678","Submission (Choke)N/A","1","3:20",2021-02-28
"7305","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"25","Ramazan Saidullaev","Ramazan-Saidullaev-360947","Win","Almaz Mamatov","Almaz-Mamatov-383676","TKON/A","1","1:50",2021-02-28
"7306","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"24","Baktybek uulu Kylymbek","Baktybek-uulu-Kylymbek-383675","Win","Dzhakhongir Zhaloliddinov","Dzhakhongir-Zhaloliddinov-379758","Submission (Choke)N/A","1","1:20",2021-02-28
"7307","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"23","Artur Oganesyan","Artur-Oganesyan-360809","Win","Zholchubek Yrysali Uulu","Zholchubek-Yrysali-Uulu-360127","Decision (Unanimous)N/A","2","5:00",2021-02-28
"7308","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"22","Gashim Esedullaev","Gashim-Esedullaev-383673","Win","Khurshed Yunusov","Khurshed-Yunusov-383674","Decision (Unanimous)N/A","2","5:00",2021-02-28
"7309","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"21","Alexey Eremeev","Alexey-Eremeev-360139","Win","Magomed Zainalov","Magomed-Zainalov-339833","Decision (Unanimous)N/A","2","5:00",2021-02-28
"7310","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"20","Mikhail Gulomov","Mikhail-Gulomov-383671","Win","Arafat Alloerov","Arafat-Alloerov-383672","Submission (Choke)N/A","1","0:35",2021-02-28
"7311","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"19","Utkirzhon Khudoberdiev","Utkirzhon-Khudoberdiev-383669","Win","Rasul Shamilov","Rasul-Shamilov-383670","Decision (Unanimous)N/A","3","5:00",2021-02-28
"7312","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"18","Magomedali Amirov","Magomedali-Amirov-383266","Win","Dzhafar Rakhmonov","Dzhafar-Rakhmonov-346159","TKON/A","1","1:50",2021-02-28
"7313","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"17","Akbarali uulu Melibek","Akbarali-uulu-Melibek-383667","Win","Azizbek Tilaov","Azizbek-Tilaov-383668","TKON/A","1","2:15",2021-02-28
"7314","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"16","Suren Petrosyan","Suren-Petrosyan-257589","Win","Magomed Magomedov","Magomed-Magomedov-381321","TKON/A","1","2:15",2021-02-28
"7315","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"15","Ahliddin Urokov","Ahliddin-Urokov-374935","Win","Dilshod Azizov","Dilshod-Azizov-383666","Submission (Choke)N/A","1","0:40",2021-02-28
"7316","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"14","Bekzot Rakhmanaliev","Bekzot-Rakhmanaliev-383665","Win","Alaychy Uulu Ilgizbek","Alaychy-Uulu-Ilgizbek-379218","TKON/A","1","3:20",2021-02-28
"7317","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"13","Sarkorbek Sattarov","Sarkorbek-Sattarov-377388","Win","Parviz Zamonov","Parviz-Zamonov-383664","KON/A","1","1:35",2021-02-28
"7318","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"12","Kadyrbek uulu Zhakshylyk","Kadyrbek-uulu-Zhakshylyk-383662","Win","Donier Fazilov","Donier-Fazilov-383663","TKON/A","1","2:45",2021-02-28
"7319","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"11","Semen Sholom","Semen-Sholom-383660","Win","Alisher Saydinov","Alisher-Saydinov-383661","Submission (Choke)N/A","1","1:40",2021-02-28
"7320","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"10","Farkhod Sokhibnazarov","Farkhod-Sokhibnazarov-364947","Win","Paraiz Gasanov","Paraiz-Gasanov-383659","TKON/A","2","1:45",2021-02-28
"7321","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"9","Mukhammadi Mardyktoev","Mukhammadi-Mardyktoev-383657","Win","Nematilla uulu Aybek","Nematilla-uulu-Aybek-383658","Decision (Unanimous)N/A","2","5:00",2021-02-28
"7322","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"8","Sakhirbek Dzhemukhaev","Sakhirbek-Dzhemukhaev-307443","Win","Mirlan Khaydarov","Mirlan-Khaydarov-373478","Submission (Choke)N/A","1","4:20",2021-02-28
"7323","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"7","Mirzokarim Sharifzoda","Mirzokarim-Sharifzoda-383655","Win","Mirlan uulu Aydemir","Mirlan-uulu-Aydemir-383656","Submission (Choke)N/A","1","0:40",2021-02-28
"7324","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"6","Akhmed Satabaev","Akhmed-Satabaev-383653","Win","Mirlanbek Alibekov","Mirlanbek-Alibekov-383654","Submission (Rear-Naked Choke)N/A","2","1:30",2021-02-28
"7325","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"5","Pulod Sherov","Pulod-Sherov-383651","Win","Marun Ganiev","Marun-Ganiev-383652","TKON/A","1","3:20",2021-02-28
"7326","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"4","Nurdoolot Mansurov","Nurdoolot-Mansurov-383649","Win","Abror Abdukhalilov","Abror-Abdukhalilov-383650","Submission (Choke)N/A","1","0:50",2021-02-28
"7327","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"3","Mukhibsho Gulobov","Mukhibsho-Gulobov-383647","Win","Nuriddin Khazratkulov","Nuriddin-Khazratkulov-383648","TKON/A","1","1:15",2021-02-28
"7328","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"2","Mirzobek Mirzoev","Mirzobek-Mirzoev-381302","Win","Damir Garifov","Damir-Garifov-373029","TKON/A","1","2:00",2021-02-28
"7329","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 19",88673,"1","Doolotbek Karybekov","Doolotbek-Karybekov-383645","Win","Evgeniy Baskaev","Evgeniy-Baskaev-383646","TKON/A","1","1:50",2021-02-28
"7330","Fight Masters","Fight MastersSelection 12",88018,"2","Sergey Brigadir","Sergey-Brigadir-365651","Win","Andrey Romanyk","Andrey-Romanyk-383826","Method Decision (Unanimous)","2","5:00",2021-02-28
"7331","Fight Masters","Fight MastersSelection 12",88018,"1","Nikita Oleynik","Nikita-Oleynik-374489","Win","Igor Dolgiy","Igor-Dolgiy-383825","Submission (Armbar)N/A","1","0:00",2021-02-28
"7332","Ultimate Fighting Championship (UFC)","UFC Fight Night 186Rozenstruik vs. Gane",87903,"9","Ciryl Gane","Ciryl-Gane-293973","Win","Jairzinho Rozenstruik","Jairzinho-Rozenstruik-102803","Method Decision (Unanimous)","5","5:00",2021-02-27
"7333","Ultimate Fighting Championship (UFC)","UFC Fight Night 186Rozenstruik vs. Gane",87903,"8","Magomed Ankalaev","Magomed-Ankalaev-170785","Win","Nikita Krylov","Nikita-Krylov-110937","Decision (Unanimous)Mark Smith","3","5:00",2021-02-27
"7334","Ultimate Fighting Championship (UFC)","UFC Fight Night 186Rozenstruik vs. Gane",87903,"7","Mayra Bueno Silvad","Mayra-Bueno-Silva-223917","Win","Montana De La Rosa","Montana-De-La-Rosa-175479","Draw (Majority)Jerin Valel","3","5:00",2021-02-27
"7335","Ultimate Fighting Championship (UFC)","UFC Fight Night 186Rozenstruik vs. Gane",87903,"6","Pedro Munhoz","Pedro-Munhoz-52407","Win","Jimmie Rivera","Jimmie-Rivera-40954","Decision (Unanimous)Herb Dean","3","5:00",2021-02-27
"7336","Ultimate Fighting Championship (UFC)","UFC Fight Night 186Rozenstruik vs. Gane",87903,"5","Alex Caceres","Alex-Caceres-41586","Win","Kevin Croom","Kevin-Croom-67191","Decision (Unanimous)Chris Tognoni","3","5:00",2021-02-27
"7337","Ultimate Fighting Championship (UFC)","UFC Fight Night 186Rozenstruik vs. Gane",87903,"4","Thiago Moises","Thiago-Moises-130351","Win","Alexander Hernandez","Alexander-Hernandez-97669","Decision (Unanimous)Mark Smith","3","5:00",2021-02-27
"7338","Ultimate Fighting Championship (UFC)","UFC Fight Night 186Rozenstruik vs. Gane",87903,"3","Alexis Davis","Alexis-Davis-22071","Win","Sabina Mazo","Sabina-Mazo-190501","Decision (Unanimous)Chris Tognoni","3","5:00",2021-02-27
"7339","Ultimate Fighting Championship (UFC)","UFC Fight Night 186Rozenstruik vs. Gane",87903,"2","Ronnie Lawrence","Ronnie-Lawrence-102885","Win","Vince Cachero","Vince-Cachero-156943","TKO (Punches)Jerin Valel","3","2:37",2021-02-27
"7340","Ultimate Fighting Championship (UFC)","UFC Fight Night 186Rozenstruik vs. Gane",87903,"1","Dustin Jacoby","Dustin-Jacoby-73825","Win","Maxim Grishin","Maxim-Grishin-33201","Decision (Unanimous)Chris Tognoni","3","5:00",2021-02-27
"7341","Belarusian Fight Championship","BFC: Contender Series 5Belarusian Fight Championship",89574,"2","Artem Lukyanov","Artem-Lukyanov-380027","Win","Ismail Nizami Israfilov","Ismail-Nizami-Israfilov-370174","Method TKO","3","0:10",2021-02-27
"7342","Belarusian Fight Championship","BFC: Contender Series 5Belarusian Fight Championship",89574,"1","Andrey Skolush","Andrey-Skolush-369714","Win","Rasul Ragimov","Rasul-Ragimov-373255","Submission (Rear-Naked Choke)N/A","2","4:31",2021-02-27
"7343","World Mixed Martial Arts Federation (Afghanistan)","WMMAFWMMAO 7",88873,"8","Bashir Babak","Bashir-Babak-305757","Win","Walid Amiri","Walid-Amiri-382656","Method Decision (Unanimous)","3","3:00",2021-02-27
"7344","World Mixed Martial Arts Federation (Afghanistan)","WMMAFWMMAO 7",88873,"7","Ahmad Shah Sultani","Ahmad-Shah-Sultani-382654","Win","Faisal Zadran","Faisal-Zadran-382655","TKOBaser Mohammadi","2","2:40",2021-02-27
"7345","World Mixed Martial Arts Federation (Afghanistan)","WMMAFWMMAO 7",88873,"6","Wahidullah Kochi","Wahidullah-Kochi-382653","Win","Ahmadullah Khaleq Yar","Ahmadullah-Khaleq-Yar-377918","Decision (Unanimous)Baser Mohammadi","3","3:00",2021-02-27
"7346","World Mixed Martial Arts Federation (Afghanistan)","WMMAFWMMAO 7",88873,"5","Mohammadullah Omar Imandost","Mohammadullah-Omar-Imandost-245765","Win","Rakesh Dagar","Rakesh-Dagar-142127","TKORaja Sging","2","2:00",2021-02-27
"7347","World Mixed Martial Arts Federation (Afghanistan)","WMMAFWMMAO 7",88873,"4","Noor Mohammad Solaiman Khail","Noor-Mohammad-Solaiman-Khail-382651","Win","Aqbal Mohammadi","Aqbal-Mohammadi-382652","Decision (Unanimous)Baser Mohammadi","3","5:00",2021-02-27
"7348","World Mixed Martial Arts Federation (Afghanistan)","WMMAFWMMAO 7",88873,"3","Masaor Yosfzi","Masaor-Yosfzi-382649","Win","Mohammad Bashir Akbari","Mohammad-Bashir-Akbari-382650","Decision (Unanimous)Ustad Ahmadzay Imandost","3","5:00",2021-02-27
"7349","World Mixed Martial Arts Federation (Afghanistan)","WMMAFWMMAO 7",88873,"2","Abdul Nawab Ghyasi","Abdul-Nawab-Ghyasi-382647","Win","Abdul Hamid Akbari","Abdul-Hamid-Akbari-382648","Decision (Unanimous)Baser Mohammadi","3","3:00",2021-02-27
"7350","World Mixed Martial Arts Federation (Afghanistan)","WMMAFWMMAO 7",88873,"1","Mortaza Mohammadi","Mortaza-Mohammadi-382645","Win","Ali Ahmad Yosfzai","Ali-Ahmad-Yosfzai-382646","Decision (Unanimous)Wiseden Amiri","3","3:00",2021-02-27
"7351","Battle for the City","Battle for the CityBattle for the City 3",88872,"10","Nikita Shtelenkov","Nikita-Shtelenkov-382638","Win","Rahman Maxdamov","Rahman-Maxdamov-382639","Method Decision (Unanimous)","2","5:00",2021-02-27
"7352","Battle for the City","Battle for the CityBattle for the City 3",88872,"9","Dimitri Kolotylov","Dimitri-Kolotylov-382636","Win","Asamat Isin","Asamat-Isin-382637","Submission (Armbar)N/A","1","0:00",2021-02-27
"7353","Battle for the City","Battle for the CityBattle for the City 3",88872,"8","Ygnat Pokonin","Ygnat-Pokonin-382634","Win","Abakar Musafarov","Abakar-Musafarov-382635","TKO (Punches)N/A","1","0:00",2021-02-27
"7354","Battle for the City","Battle for the CityBattle for the City 3",88872,"7","Anton Konvalov","Anton-Konvalov-382632","Win","Damir Batygaev","Damir-Batygaev-382633","TKO (Punches)N/A","2","0:00",2021-02-27
"7355","Battle for the City","Battle for the CityBattle for the City 3",88872,"6","Pavel Musafin","Pavel-Musafin-382630","Win","Stas Risanov","Stas-Risanov-382631","TKO (Punches)N/A","1","0:00",2021-02-27
"7356","Battle for the City","Battle for the CityBattle for the City 3",88872,"5","Vasili Durastov","Vasili-Durastov-382628","Win","Shamil Abudekov","Shamil-Abudekov-382629","TKO (Punches)N/A","2","0:00",2021-02-27
"7357","Battle for the City","Battle for the CityBattle for the City 3",88872,"4","Evgeny Domozhirov","Evgeny-Domozhirov-382626","Win","Muharidin Satliev","Muharidin-Satliev-382627","KO (Punches)N/A","2","1:26",2021-02-27
"7358","Battle for the City","Battle for the CityBattle for the City 3",88872,"3","Vitali Alyoshin","Vitali-Alyoshin-382624","Win","Dima Molatylov","Dima-Molatylov-382625","Submission (Armbar)N/A","1","0:00",2021-02-27
"7359","Battle for the City","Battle for the CityBattle for the City 3",88872,"2","Rustam Nurgaliev","Rustam-Nurgaliev-375065","Win","Arsen Abdullaev","Arsen-Abdullaev-382623","TKO (Punches)Anatoliy Kupcov","2","1:33",2021-02-27
"7360","Battle for the City","Battle for the CityBattle for the City 3",88872,"1","Kirill Shabanov","Kirill-Shabanov-336267","Win","Mukhammadsaid Iskandarov","Mukhammadsaid-Iskandarov-382621","TKO (Punches)Said Urakov","1","2:40",2021-02-27
"7361","Art of Scrap","Art of ScrapPro/Am Fight Show",88748,"5","Jordan Downey","Jordan-Downey-103505","Win","James Reed","James-Reed-87305","Method Submission (Guillotine Choke)","1","2:44",2021-02-27
"7362","Art of Scrap","Art of ScrapPro/Am Fight Show",88748,"4","Aleksander Keca","Aleksander-Keca-328537","Win","Chandler Chapman","Chandler-Chapman-346753","Decision (Split)N/A","3","3:00",2021-02-27
"7363","Art of Scrap","Art of ScrapPro/Am Fight Show",88748,"3","Jacob Kindig","Jacob-Kindig-123447","Win","David Shoemaker","David-Shoemaker-51968","Decision (Unanimous)N/A","3","3:00",2021-02-27
"7364","Art of Scrap","Art of ScrapPro/Am Fight Show",88748,"2","Santiago Orta Jr.","Santiago-Orta-Jr-381903","Win","Jerod Winston","Jerod-Winston-304933","Decision (Split)N/A","3","3:00",2021-02-27
"7365","Art of Scrap","Art of ScrapPro/Am Fight Show",88748,"1","Shane Collins","Shane-Collins-319747","Win","Taylor Burley","Taylor-Burley-383796","Submission (Shoulder Choke)N/A","2","1:20",2021-02-27
"7366","Belarusian Fight Championship","BFC 66Belarusian Fighting Championship",88747,"6","Sergey Chmel","Sergey-Chmel-368970","Win","Ali Gazamatov","Ali-Gazamatov-308993","Method KO","2","4:41",2021-02-27
"7367","Belarusian Fight Championship","BFC 66Belarusian Fighting Championship",88747,"5","Ahmad Fawad Aria","Ahmad-Fawad-Aria-283093","Win","Mansur  Azerbiev","Mansur-Azerbiev-237609","KON/A","2","3:52",2021-02-27
"7368","Belarusian Fight Championship","BFC 66Belarusian Fighting Championship",88747,"4","Magomed Gadzhiyasulov","Magomed-Gadzhiyasulov-272659","Win","Gennadiy Matveenko","Gennadiy-Matveenko-377620","KON/A","1","0:39",2021-02-27
"7369","Belarusian Fight Championship","BFC 66Belarusian Fighting Championship",88747,"3","Arseniy Tabola","Arseniy-Tabola-369411","Win","Mikail Bitel","Mikail-Bitel-330693","SubmissionN/A","2","1:57",2021-02-27
"7370","Belarusian Fight Championship","BFC 66Belarusian Fighting Championship",88747,"2","Shamil Gaziev","Shamil-Gaziev-313721","Win","Vladislav Kozlovski","Vladislav-Kozlovski-159043","KON/A","1","0:35",2021-02-27
"7371","Belarusian Fight Championship","BFC 66Belarusian Fighting Championship",88747,"1","Ivan Semenyuk","Ivan-Semenyuk-369419","Win","Nikita Rachkov","Nikita-Rachkov-374603","SubmissionN/A","1","3:02",2021-02-27
"7372","Beast Championship","TBCThe Beast Championship 1",88740,"8","Min Hyuk Lee","Min-Hyuk-Lee-264451","Win","Jin Se Lee","Jin-Se-Lee-244647","Method Decision (Unanimous)","3","5:00",2021-02-27
"7373","Beast Championship","TBCThe Beast Championship 1",88740,"7","Yerin Hong","Yerin-Hong-349157","Win","Innyeong Choi","Innyeong-Choi-381790","Submission (Armbar)N/A","2","4:45",2021-02-27
"7374","Beast Championship","TBCThe Beast Championship 1",88740,"6","Myung Hwan Kim","Myung-Hwan-Kim-292151","Win","Seung Jun Lee","Seung-Jun-Lee-282323","Decision (Unanimous)N/A","3","5:00",2021-02-27
"7375","Beast Championship","TBCThe Beast Championship 1",88740,"5","Chul Ahn","Chul-Ahn-381792","Win","Jong Jae  Kim","Jong-Jae-Kim-194365","Submission (Rear-Naked Choke)N/A","1","3:00",2021-02-27
