"","Match","Fighter","Result","Opponent","Method","Round","Time","Date"
"1502","13","Tommy Sauerwin","Win","David Doddloss","TKO (Punches)N/A","1","2:20",1999-08-21
"1503","12","Bobby Hoffmanwin","Win","Ahmad Ahmadloss","TKO (Punches)N/A","1","1:14",1999-08-21
"1504","11","Adrian Serranowin","Win","Eric Davilaloss","Submission (Kimura)N/A","2","1:45",1999-08-21
"1505","10","Eric Davilawin","Win","Mark Jaquithloss","TKO (Submission to Punches)N/A","1","2:12",1999-08-21
"1506","9","Adrian Serranowin","Win","Toby Imadaloss","TKO (Corner Stoppage)N/A","2","5:00",1999-08-21
"1507","8","Nate Schroederwin","Win","Brad Schaferloss","TKO (Punches)N/A","1","1:59",1999-08-21
"1508","7","Joe Slickwin","Win","Kristian Rothaermelloss","Submission (Guillotine Choke)N/A","1","0:45",1999-08-21
"1509","6","Ben Earwoodwin","Win","Jason Pankeyloss","TKO (Submission to Punches and Elbows)N/A","1","0:23",1999-08-21
"1510","5","Cris Custerwin","Win","Ted Mullerloss","Submission (Guillotine Choke)N/A","1","0:24",1999-08-21
"1511","4","Jeremy Bennettwin","Win","Jason Medinaloss","Submission (Heel Hook)N/A","1","4:45",1999-08-21
"1512","3","Joe Doerksenwin","Win","Rick Gravesonloss","Submission (Kimura)N/A","1","1:14",1999-08-21
"1513","2","Dennis Reedwin","Win","Brandon Weaverloss","TKO (Punches)N/A","1","3:12",1999-08-21
"1514","1","Mark Longwin","Win","Tim Woodloss","TKO (Punches)N/A","1","4:54",1999-08-21
"1515","10","Dan Severn","Win","Phil Ortiz","Method Submission (Keylock)","1","1:55",1999-10-09
"1516","9","David Foleywin","Win","Jerry Reedloss","Submission (Guillotine Choke)N/A","1","0:48",1999-10-09
"1517","8","Joe Slickwin","Win","Mike Bruceloss","Submission (Triangle Choke)N/A","1","1:21",1999-10-09
"1518","7","Mike Brucewin","Win","Frank Gassmannloss","TKO (Corner Stoppage)N/A","1","10:00",1999-10-09
"1519","6","Joe Slickwin","Win","Ken Kronenbergloss","Submission (Rear-Naked Choke)N/A","1","1:08",1999-10-09
"1520","5","John Alessiowin","Win","Ben Earwoodloss","Decision (Split)N/A","1","13:00",1999-10-09
"1521","4","Sean Sherkwin","Win","Steve Gommloss","Decision (Split)N/A","1","10:00",1999-10-09
"1522","3","John Alessiowin","Win","Fritz Borchardtloss","TKO (Punches)N/A","1","2:12",1999-10-09
"1523","2","Sean Sherkwin","Win","Scott Billsloss","Decision (Unanimous)N/A","1","10:00",1999-10-09
"1524","1","Steve Gommwin","Win","AC Gamezloss","Submission (Armbar)N/A","1","0:48",1999-10-09
"1525","9","Matt Hughes","Win","LaVerne Clark","Method Submission (Rear-Naked Choke)","2","1:35",1999-11-13
"1526","8","Nate Schroederwin","Win","Greg Wikanloss","Submission (Guillotine Choke)N/A","2","2:25",1999-11-13
"1527","7","Dave Mennewin","Win","LaVerne Clarkloss","Submission (Guillotine Choke)N/A","2","3:18",1999-11-13
"1528","6","Matt Hugheswin","Win","Tom Schmitzloss","TKO (Eye Injury)N/A","1","0:48",1999-11-13
"1529","5","LaVerne Clarkwin","Win","John Paunloss","Technical Submission (Guillotine Choke)N/A","1","0:45",1999-11-13
"1530","4","Dave Mennewin","Win","Chris Lytleloss","Decision (Unanimous)N/A","2","5:00",1999-11-13
"1531","3","Tom Schmitzwin","Win","Dave Strasserloss","Submission (Triangle Choke)N/A","1","1:56",1999-11-13
"1532","2","Matt Hugheswin","Win","Joe Doerksenloss","TKO (Submission to Knees and Punches)N/A","2","0:25",1999-11-13
"1533","1","Ben Earwoodwin","Win","Eric Rhodesloss","Submission (Guillotine Choke)N/A","1","1:20",1999-11-13
"1534","16","Kevin Jackson","Win","Sam Adkins","Method Submission (Armbar)","1","4:21",1998-05-15
"1535","15","Travis Fultonwin","Win","Jaymon Hotzloss","Submission (Triangle Armbar)N/A","1","1:57",1998-05-15
"1536","14","John Carrwin","Win","Scott Bakerloss","TKO (Punches)N/A","1","0:28",1998-05-15
"1537","13","Jason Medinawin","Win","Michael Holmanloss","N/AN/A","1","3:00",1998-05-15
"1538","12","Vern Jeffersonwin","Win","Jim Rhodesloss","N/AN/A","1","0:49",1998-05-15
"1539","11","Justin Curtisswin","Win","Kyle Fugelstonloss","N/AN/A","1","3:51",1998-05-15
"1540","10","Jason Medinawin","Win","Jason Henryloss","N/AN/A","1","0:24",1998-05-15
"1541","9","Scott Bakerwin","Win","Josh Stuartloss","TKO (Punches)N/A","1","0:23",1998-05-15
"1542","8","John Carrwin","Win","Matt Southallloss","TKO (Punches)N/A","1","0:17",1998-05-15
"1543","7","Vern Jeffersonwin","Win","Rocky Goodsonloss","Submission (Front Choke)N/A","1","4:36",1998-05-15
"1544","6","Jim Rhodeswin","Win","Jason  Millerloss","TKO (Submission to Punches)N/A","1","1:33",1998-05-15
"1545","5","Kyle Fugelstonwin","Win","Matt Philipsloss","N/AN/A","1","4:50",1998-05-15
"1546","4","Matt Philipswin","Win","Cory Schankeloss","N/AN/A","1","3:38",1998-05-15
"1547","3","Kyle Fugelstonwin","Win","Cody Robertsloss","Submission (Guillotine Choke)N/A","1","0:22",1998-05-15
"1548","2","John Paunwin","Win","Rob Singletonloss","N/AN/A","1","4:30",1998-05-15
"1549","1","Justin Curtisswin","Win","Tim Caryloss","TKO (Punches)N/A","1","1:13",1998-05-15
"1550","8","Jeremy Horn","Win","Travis Fulton","Method Draw","1","20:00",1998-03-26
"1551","7","Shonie Carterwin","Win","Jesse Jonesloss","Submission (Frustration)N/A","1","9:05",1998-03-26
"1552","6","John Renkenwin","Win","Troy Pacenkaloss","Submission (Armbar)N/A","1","1:22",1998-03-26
"1553","5","Clayton Cavittwin","Win","Mike Gramlichloss","Submission (Choke)N/A","1","1:10",1998-03-26
"1554","4","Matt Andersenwin","Win","Jaymon Hotzloss","Submission (Choke)N/A","1","12:01",1998-03-26
"1555","3","Don Hamiltonwin","Win","Brian Zavalaloss","Submission (Guillotine Choke)N/A","1","1:38",1998-03-26
"1556","2","Jeff Alexanderwin","Win","Jason Henryloss","Submission (Armbar)N/A","1","3:43",1998-03-26
"1557","1","Bobby Hoffmanwin","Win","Brad Jonesloss","TKO (Referee Stoppage)N/A","1","7:22",1998-03-26
"1558","11","Mark Hughes","Win","Matthew Torrez","Method Decision (Unanimous)","1","15:00",2000-08-26
"1559","10","Bobby Hoffmanwin","Win","Greg Wikanloss","TKO (Knees)N/A","1","3:43",2000-08-26
"1560","9","Ben Earwoodwin","Win","Rich Clementiloss","Submission (Armbar)N/A","1","8:32",2000-08-26
"1561","8","Joe Doerksenwin","Win","Mark Watersloss","Submission (Rear-Naked Choke)N/A","1","2:34",2000-08-26
"1562","7","Joe Doerksenwin","Win","Adrian Serranoloss","Submission (Keylock)N/A","1","2:17",2000-08-26
"1563","6","Mark Waterswin","Win","Rick Gravesonloss","Submission (Leg Lock)N/A","1","2:16",2000-08-26
"1564","5","Matthew Torrezwin","Win","Ron Fieldsloss","Submission (Rear-Naked Choke)N/A","1","0:34",2000-08-26
"1565","4","Mark Hugheswin","Win","Andrew Neilloss","TKO (Submission to Punches)N/A","1","1:29",2000-08-26
"1566","3","Jason Blackwin","Win","Brian Anthony Fultonloss","Submission (Arm-Triangle Choke)N/A","1","6:35",2000-08-26
"1567","2","Dennis Reedwin","Win","James Terrillloss","KO (Punch)N/A","1","0:05",2000-08-26
"1568","1","Rob Rosewin","Win","Frank Borgeloss","TKO (Submission to Punches)N/A","1","0:49",2000-08-26
"1569","7","Semmy Schilt","Win","Kazuo Takahashi","Method TKO (Palm Strikes)","1","5:44",1998-05-12
"1570","6","Ryushi Yanagisawawin","Win","Omar Bouicheloss","Submission (Ankle Lock)Soichi Hiroto","1","2:35",1998-05-12
"1571","5","Keiichiro Yamamiyawin","Win","Takafumi Itoloss","TKO (Palm Strikes)Hiromi Okamoto","2","1:35",1998-05-12
"1572","4","Alex Andradewin","Win","Osami Shibuyaloss","Decision (Lost Points)Hiromi Okamoto","1","10:00",1998-05-12
"1573","3","Katsuomi Inagakiwin","Win","Wes Gassawayloss","Submission (Rear-Naked Choke)Yoshinori Umeki","2","0:51",1998-05-12
"1574","2","Satoshi Hasegawawin","Win","Jong Wang Kimloss","Submission (Armbar)Yoshinori Umeki","1","2:01",1998-05-12
"1575","1","Kosei Kubotawin","Win","Daisuke Ishiiloss","Decision (Majority)Yoshinori Umeki","2","3:00",1998-05-12
"1576","6","Minoru Suzuki","Win","John Lober","Method Decision (Lost Points)","1","15:00",1998-06-02
"1577","5","Jason DeLuciawin","Win","Satoshi Hasegawaloss","Technical Submission (Straight Armbar)Soichi Hiroto","1","6:14",1998-06-02
"1578","4","Leon van Dijkwin","Win","Kiuma Kuniokuloss","KO (Head Kick)Yoshinori Umeki","1","3:57",1998-06-02
"1579","3","Tony Rojodraw","Win","Takaku Fukedraw","Draw (Majority)Yoshinori Umeki","2","3:00",1998-06-02
"1580","2","Ikuhisa Minowawin","Win","Adrian Serranoloss","Decision (Lost Points)Kenji Kosuge","1","10:00",1998-06-02
"1581","1","Kosei Kubotawin","Win","Brian Raineyloss","Submission (Rear-Naked Choke)Kenji Kosuge","1","2:18",1998-06-02
"1582","7","Keiichiro Yamamiya","Win","Ryushi Yanagisawa","Method Draw (Majority)","2","3:00",1998-06-21
"1583","6","Katsuomi Inagakidraw","Win","Kazuo Takahashidraw","Draw (Unanimous)Hiromi Okamoto","2","3:00",1998-06-21
"1584","5","Takafumi Itowin","Win","Daisuke Ishiiloss","Decision (Unanimous)Yoshinori Umeki","2","3:00",1998-06-21
"1585","4","Ikuhisa Minowadraw","Win","Kosei Kubotadraw","Draw (Split)Hiromi Okamoto","2","3:00",1998-06-21
"1586","3","Takaku Fukewin","Win","Minoru Suzukiloss","Decision (Points)Yoshinori Umeki","1","10:00",1998-06-21
"1587","2","Semmy Schiltwin","Win","Guy Mezgerloss","KO (Palm Strikes)Soichi Hiroto","1","13:15",1998-06-21
"1588","1","Jason Godseywin","Win","Jong Wang Kimloss","Submission (Keylock)Soichi Hiroto","1","2:03",1998-06-21
"1589","8","Justin McCully","Win","Daisuke Ishii","Method Decision (Unanimous)","2","3:00",1998-07-07
"1590","7","Evan Tannerwin","Win","Kosei Kubotaloss","Submission (Arm-Triangle Choke)Yoshinori Umeki","1","2:23",1998-07-07
"1591","6","Osami Shibuyawin","Win","Keiichiro Yamamiyaloss","Decision (Unanimous)Soichi Hiroto","1","20:00",1998-07-07
"1592","5","Satoshi Hasegawawin","Win","Jason Godseyloss","Decision (Majority)Soichi Hiroto","1","15:00",1998-07-07
"1593","4","Daisuke Ishiiwin","Win","Ryan Stoutloss","Decision (Split)Kenji Kosuge","2","3:00",1998-07-07
"1594","3","Justin McCullywin","Win","Martin Emmenloss","Submission (Armbar)Kenji Kosuge","1","1:34",1998-07-07
"1595","2","Kosei Kubotawin","Win","Jong Wang Kimloss","Submission (Kimura)Yoshinori Umeki","1","1:03",1998-07-07
"1596","1","Evan Tannerwin","Win","Ikuhisa Minowaloss","Submission (Arm-Triangle Choke)Yoshinori Umeki","1","4:05",1998-07-07
"1597","5","Masakatsu Funaki","Win","Osami Shibuya","Method Submission (Arm-Triangle Choke)","1","6:07",1998-07-26
"1598","4","Yuki Kondodraw","Win","Ryushi Yanagisawadraw","Draw (Unanimous)Soichi Hiroto","1","20:00",1998-07-26
"1599","3","Evan Tannerwin","Win","Justin McCullyloss","Technical Submission (Kimura)Hiromi Okamoto","1","5:07",1998-07-26
"1600","2","Keiichiro Yamamiyawin","Win","Satoshi Hasegawaloss","Decision (Majority)Hiromi Okamoto","1","15:00",1998-07-26
"1601","1","Katsuomi Inagakiwin","Win","Daisuke Ishiiloss","Decision (Unanimous)Yoshinori Umeki","2","3:00",1998-07-26
"1602","8","Guy Mezger","Win","Ryushi Yanagisawa","Method Decision (Lost Points)","1","30:00",1998-09-14
"1603","7","Semmy Schiltwin","Win","Masakatsu Funakiloss","KO (Punch to the Body)Soichi Hiroto","1","7:13",1998-09-14
"1604","6","Kazuo Takahashiwin","Win","Minoru Suzukiloss","TKO (Palm Strikes)Yoshinori Umeki","1","8:06",1998-09-14
"1605","5","Bas Ruttenwin","Win","Kengo Watanabeloss","TKO (Palm Strikes)Yoshinori Umeki","1","2:58",1998-09-14
"1606","4","Yuki Kondowin","Win","Osami Shibuyaloss","Decision (Split)Yoshinori Umeki","1","20:00",1998-09-14
"1607","3","Evan Tannerwin","Win","Kiuma Kuniokuloss","Decision (Lost Points)Kenji Kosuge","1","20:00",1998-09-14
"1608","2","Jason DeLuciawin","Win","Satoshi Hasegawaloss","Decision (Majority)Kenji Kosuge","1","10:00",1998-09-14
"1609","1","Manabu Yamadadraw","Win","Katsuomi Inagakidraw","Draw (Unanimous)Kenji Kosuge","2","3:00",1998-09-14
"1610","5","Jason Godsey","Win","Kengo Watanabe","Method Submission (Rear-Naked Choke)","1","1:28",1998-10-04
"1611","4","Yuki Kondowin","Win","Daisuke Ishiiloss","Submission (Toe Hold)Kenji Kosuge","1","2:38",1998-10-04
"1612","3","Osami Shibuyawin","Win","Katsuomi Inagakiloss","Decision (Unanimous)Kenji Kosuge","1","10:00",1998-10-04
"1613","2","Ikuhisa Minowadraw","Win","Travis Fultondraw","Draw (Unanimous)Yoshinori Umeki","2","3:00",1998-10-04
"1614","1","Kosei Kubotawin","Win","Satoshi Hasegawaloss","Decision (Majority)Yoshinori Umeki","1","10:00",1998-10-04
"1615","6","Kiuma Kunioku","Win","Masakatsu Funaki","Method Decision (Lost Points)","1","15:00",1998-10-26
"1616","5","Keiichiro Yamamiyawin","Win","Jason DeLucialoss","Decision (Lost Points)Soichi Hiroto","1","15:00",1998-10-26
"1617","4","Omar Bouichewin","Win","Minoru Suzukiloss","Submission (Rear-Naked Choke)Yoshinori Umeki","1","0:45",1998-10-26
"1618","3","Manabu Yamadawin","Win","Daisuke Watanabeloss","Submission (Rear-Naked Choke)Yoshinori Umeki","1","7:33",1998-10-26
"1619","2","Osami Shibuyawin","Win","Kosei Kubotaloss","Decision (Unanimous)Hiromi Okamoto","1","10:00",1998-10-26
"1620","1","Ikuhisa Minowawin","Win","Daisuke Ishiiloss","Decision (Unanimous)Hiromi Okamoto","1","10:00",1998-10-26
"1621","5","Katsuomi Inagaki","Win","Kengo Watanabe","Method Decision (Majority)","1","10:00",1998-11-29
"1622","4","Kiuma Kuniokuwin","Win","Daisuke Ishiiloss","Decision (Unanimous)Hiromi Okamoto","1","10:00",1998-11-29
"1623","3","Ryushi Yanagisawawin","Win","Kosei Kubotaloss","Submission (Toe Hold)Hiromi Okamoto","1","2:35",1998-11-29
"1624","2","Ikuhisa Minowawin","Win","Satoshi Hasegawaloss","Submission (Armbar)Yoshinori Umeki","1","2:43",1998-11-29
"1625","1","Takafumi Itowin","Win","Daisuke Watanabeloss","Decision (Unanimous)Yoshinori Umeki","2","3:00",1998-11-29
"1626","8","Guy Mezger","Win","Yuki Kondo","Method Decision (Majority)","1","20:00",1998-12-19
"1627","7","Masakatsu Funakiwin","Win","John Renkenloss","TKO (Submission to Punches)Soichi Hiroto","1","5:50",1998-12-19
"1628","6","Kengo Watanabedraw","Win","John Loberdraw","Draw (Time Limit)Soichi Hiroto","1","15:00",1998-12-19
"1629","5","Keiichiro Yamamiyadraw","Win","Jeremy Horndraw","Draw (Time Limit)Soichi Hiroto","1","15:00",1998-12-19
"1630","4","Evan Tannerwin","Win","Ryushi Yanagisawaloss","Submission (Arm-Triangle Choke)Yoshinori Umeki","1","2:24",1998-12-19
"1631","3","Osami Shibuyawin","Win","Minoru Suzukiloss","TKO (Hip Injury)Yoshinori Umeki","1","2:31",1998-12-19
"1632","2","Jason DeLuciawin","Win","Manabu Yamadaloss","Submission (Armbar)Kenji Kosuge","1","1:13",1998-12-19
"1633","1","Daisuke Ishiiwin","Win","Minoru Toyonagaloss","Decision (Unanimous)Kenji Kosuge","1","10:00",1998-12-19
"1634","7","Jason DeLucia","Win","Kiuma Kunioku","Method Decision","1","15:00",1999-01-19
"1635","6","Yuki Kondowin","Win","Satoshi Hasegawaloss","TKO (Palm Strike)Soichi Hiroto","1","0:48",1999-01-19
"1636","5","Osami Shibuyadraw","Win","Leon van Dijkdraw","DrawKenji Kosuge","1","15:00",1999-01-19
"1637","4","Manabu Yamadawin","Win","David Mooreloss","Technical Submission (Guillotine Choke)Kenji Kosuge","1","0:20",1999-01-19
"1638","3","Takafumi Itowin","Win","Katsuomi Inagakiloss","Decision (Majority)Yoshinori Umeki","1","10:00",1999-01-19
"1639","2","Ikuhisa Minowawin","Win","Daisuke Watanabeloss","Submission (Armbar)Yoshinori Umeki","1","3:18",1999-01-19
"1640","1","Kosei Kubotawin","Win","Minoru Toyonagaloss","Decision (Unanimous)Yoshinori Umeki","1","10:00",1999-01-19
"1641","10","Tim Sylvia","Win","Gabe Beauperthuy","Method Submission (Choke)","2","4:16",2001-04-07
"1642","9","Joe Stevensonwin","Win","Maurice Wilsonloss","Decision (Unanimous)N/A","3","5:00",2001-04-07
"1643","8","Quinton Jacksonwin","Win","Dennis Hendersonloss","Submission (Kimura)N/A","2","1:15",2001-04-07
"1644","7","Antonio McKeewin","Win","David Harrisloss","Decision (Unanimous)N/A","2","5:00",2001-04-07
"1645","6","Jake Shieldswin","Win","Tracy Hessloss","Decision (Unanimous)N/A","2","5:00",2001-04-07
"1646","5","Paul Ziliuswin","Win","Matt Andersonloss","Decision (Unanimous)N/A","2","5:00",2001-04-07
"1647","4","Armando Sanchezwin","Win","Sergio Villaloss","Submission (Armbar)N/A","1","1:41",2001-04-07
"1648","3","Jason Lambertwin","Win","Adrian Perezloss","TKO (Punches)N/A","1","1:07",2001-04-07
"1649","2","Bao Quachwin","Win","Dave Hisquierdoloss","Decision (Unanimous)N/A","3","5:00",2001-04-07
"1650","1","Patrick Anastasiowin","Win","Art Sanfordloss","TKO (Cut)N/A","1","4:17",2001-04-07
"1651","12","Dan Severn","Win","John Calvo","Method TKO (Punches)","1","3:38",1998-04-25
"1652","11","Tetsuji Katowin","Win","Patrick Madayagloss","Submission (Choke)N/A","1","3:33",1998-04-25
"1653","10","Anthony Netzlerwin","Win","Christopher Allenloss","Submission (Guillotine Choke)N/A","1","0:21",1998-04-25
"1654","9","Patrick Madayagwin","Win","Aki Iidaloss","Submission (Choke)N/A","1","2:24",1998-04-25
"1655","8","Tetsuji Katowin","Win","Ben Hernandezloss","Submission (Rear-Naked Choke)N/A","1","1:38",1998-04-25
"1656","7","Jay Santoswin","Win","Angel Petrosloss","TKO (Punches)N/A","1","1:29",1998-04-25
"1657","6","Mike Taijeronwin","Win","Ivan Dydascoloss","Submission (Choke)N/A","1","2:26",1998-04-25
"1658","5","Jerome Blasswin","Win","Ryan Cabreraloss","Submission (Rear-Naked Choke)N/A","1","3:23",1998-04-25
"1659","4","Patrick Madayagwin","Win","Jacob Ignacioloss","TKO (Punches)N/A","1","2:20",1998-04-25
"1660","3","Mike Ulloawin","Win","Bob Sholingloss","Submission (Rear-Naked Choke)N/A","1","5:20",1998-04-25
"1661","2","Tetsuji Katowin","Win","Luke Ishizakiloss","Submission (Armbar)N/A","1","1:43",1998-04-25
"1662","1","Ben Hernandezwin","Win","Rob Ramiroloss","Submission (Heel Hook)N/A","1","0:41",1998-04-25
"1663","13","Dan Severn","Win","Chris Franco","Method TKO (Doctor Stoppage)","1","4:55",1998-08-04
"1664","12","Travis Fultonwin","Win","David Pa'aluhiloss","Technical Submission (Triangle Armbar)N/A","1","1:47",1998-08-04
"1665","11","Stephen Pallingwin","Win","Jay R. Palmerloss","KO (Punches)N/A","1","0:24",1998-08-04
"1666","10","Victor Hunsakerwin","Win","Shannon Ritchloss","Submission (Heel Hook)N/A","1","0:36",1998-08-04
"1667","9","Eugene Jacksonwin","Win","Ronald Jhunloss","Technical Submission (Forearm Choke)N/A","1","1:17",1998-08-04
"1668","8","Andy Khensamphaphwin","Win","Gary Freitasloss","Disqualification (Illegal Punches)N/A","1","1:10",1998-08-04
"1669","7","Tony Covingtonwin","Win","Doug Evansloss","Submission (Heel Hook)N/A","1","3:02",1998-08-04
"1670","6","Kekumu Cambrawin","Win","Phil Ortizloss","Submission (Keylock)N/A","1","1:16",1998-08-04
"1671","5","Ronald Jhunwin","Win","Eddy Millisloss","Submission (Armbar)N/A","1","3:48",1998-08-04
"1672","4","Eugene Jacksonwin","Win","Dustin Dawsonloss","Technical Submission (Rear-Naked Choke)N/A","1","0:19",1998-08-04
"1673","3","Gary Freitaswin","Win","Matt Philipsloss","Submission (Armbar)N/A","1","3:07",1998-08-04
"1674","2","Doug Evanswin","Win","Brandyn Akamineloss","Submission (Forearm Choke)N/A","1","1:15",1998-08-04
"1675","1","Tony Covingtonwin","Win","Erik Rysherloss","Submission (Heel Hook)N/A","1","0:58",1998-08-04
"1676","8","Dan Severn","Win","Joe Frailey","Method Submission (Armbar)","1","4:02",1998-09-19
"1677","7","Manuela Wilpwin","Win","Trina Fellabaumloss","TKO (Submission to Palm Strikes)N/A","1","0:24",1998-09-19
"1678","6","Mark Tulliuswin","Win","Larry Parkerloss","TKO (Strikes)N/A","1","0:00",1998-09-19
"1679","5","Shannon Ritchwin","Win","Michael Buellloss","Submission (Rear-Naked Choke)N/A","1","2:33",1998-09-19
"1680","4","Danny Pfauwin","Win","Paul Kylieloss","KO (Punches)N/A","1","5:58",1998-09-19
"1681","3","Tony Petarrawin","Win","Aaron Pendletonloss","Submission (Rear-Naked Choke)N/A","1","1:10",1998-09-19
"1682","2","Danny Pfauwin","Win","Andy Curtissloss","Submission (Rear-Naked Choke)N/A","1","2:28",1998-09-19
"1683","1","Matt Hamiltonwin","Win","Keith  Berryloss","Submission (Rear-Naked Choke)N/A","1","0:22",1998-09-19
"1684","6","Takafumi Ito","Win","Osami Shibuya","Method Draw","2","3:00",1999-02-11
"1685","5","Ryushi Yanagisawadraw","Win","Satoshi Hasegawadraw","DrawHirotoshi Okamoto","2","3:00",1999-02-11
"1686","4","Ikuhisa Minowawin","Win","Daisuke Ishiiloss","Decision (Majority)Soichi Hiroto","1","10:00",1999-02-11
"1687","3","Kiuma Kuniokuwin","Win","Daisuke Watanabeloss","Technical Submission (Kimura)Yoshinori Umeki","1","3:58",1999-02-11
"1688","2","Kosei Kubotawin","Win","Kengo Watanabeloss","Decision (Unanimous)Hirotoshi Okamoto","1","10:00",1999-02-11
"1689","1","Yuichi Miyazakiwin","Win","Shinji Kataseloss","Submission (Rear-Naked Choke)Soichi Hiroto","1","3:22",1999-02-11
