"","Promotion","Event","EventID","Match","Fighter","FighterID","Result","Opponent","OpponentID","Method","Round","Time","Date"
"421","Batyr Bashy","Batyr Bashy Ak BarsKenzhebaev vs. Nurali Uulu",88349,"5","Adilet Alimbek Uulu","Adilet-Alimbek-Uulu-380353","Win","Tilek Asylgaziev","Tilek-Asylgaziev-380352","SubmissionAshyrov Sadyr","1","0:00",2020-12-27
"422","Batyr Bashy","Batyr Bashy Ak BarsKenzhebaev vs. Nurali Uulu",88349,"4","Aibek Kachkynov","Aibek-Kachkynov-364927","Win","Azizulo Akbaraliev","Azizulo-Akbaraliev-380351","Decision (Unanimous)Ashyrov Sadyr","3","5:00",2020-12-27
"423","Batyr Bashy","Batyr Bashy Ak BarsKenzhebaev vs. Nurali Uulu",88349,"3","Syrgak Nurkamil Uulu","Syrgak-Nurkamil-Uulu-380410","Win","Turarbek Kadyrov","Turarbek-Kadyrov-380350","Ashyrov Sadyr","1","0:31",2020-12-27
"424","Batyr Bashy","Batyr Bashy Ak BarsKenzhebaev vs. Nurali Uulu",88349,"2","Bekten Zhenishbek Uulu","Bekten-Zhenishbek-Uulu-380349","Win","Atabek Keneshbek Uulu","Atabek-Keneshbek-Uulu-380348","SubmissionAshyrov Sadyr","1","1:22",2020-12-27
"425","Batyr Bashy","Batyr Bashy Ak BarsKenzhebaev vs. Nurali Uulu",88349,"1","Kylchokbay Momunbay Uulu","Kylchokbay-Momunbay-Uulu-379496","Win","Umarali Turgunov","Umarali-Turgunov-380347","TKOAshyrov Sadyr","1","1:58",2020-12-27
"426","African Knockout (AKO)","The AKO ShowEmeka vs. Alonu",88350,"2","Horatius Ndidi Alonu","Horatius-Ndidi-Alonu-209387","Win","Daniel Emeka Eze","Daniel-Emeka-Eze-322161","Method","0","0:00",2020-12-27
"427","African Knockout (AKO)","The AKO ShowEmeka vs. Alonu",88350,"1","Segun Ogunnokiyet to c","Segun-Ogunnoki-379580","Win","Thompson Cornellyet to ","Thompson-Cornell-379581","N/A","0","0:00",2020-12-27
"428","Original Fighting Championship","OFCOriginal Fighting Championship Fight Night: Romal vs. Fawad",88412,"2","Romal Mohammadi","Romal-Mohammadi-286323","Win","Fawad Mansoori","Fawad-Mansoori-380051","Method TKO (Punches)","3","4:12",2020-12-28
"429","Original Fighting Championship","OFCOriginal Fighting Championship Fight Night: Romal vs. Fawad",88412,"1","Qais Mujahid","Qais-Mujahid-380049","Win","Jawad Rezaei","Jawad-Rezaei-380050","KO (Punches)Qasim Walizadah","1","0:35",2020-12-28
"430","Oktagon MMA","Oktagon MMAOktagon 20",88139,"11","Karlos Vemola","Karlos-Vemola-40238","Win","Alex Lohore","Alex-Lohore-140477","Method Decision (Unanimous)","5","5:00",2020-12-30
"431","Oktagon MMA","Oktagon MMAOktagon 20",88139,"10","Viktor Pesta","Viktor-Pesta-74176","Win","Ildemar Alcantara","Ildemar-Alcantara-22223","TKO (Punches)Vaclav Pribyl","1","4:06",2020-12-30
"432","Oktagon MMA","Oktagon MMAOktagon 20",88139,"9","Milan Datelinka","Milan-Datelinka-156551","Win","David Hosek","David-Hosek-282605","Submission (Arm Triangle Choke)Petr Balej","1","2:38",2020-12-30
"433","Oktagon MMA","Oktagon MMAOktagon 20",88139,"8","Leo Brichta","Leo-Brichta-212373","Win","Matous Kohout","Matous-Kohout-262817","Submission (Rear-Naked Choke)Petr Balej","1","2:28",2020-12-30
"434","Oktagon MMA","Oktagon MMAOktagon 20",88139,"7","Jan Malach","Jan-Malach-130127","Win","Miroslav Broz","Miroslav-Broz-244235","Decision (Split)Vaclav Pribyl","3","5:00",2020-12-30
"435","Oktagon MMA","Oktagon MMAOktagon 20",88139,"6","Roman Paulus","Roman-Paulus-215819","Win","Tomas Zajac","Tomas-Zajac-180049","Decision (Unanimous)Vaclav Pribyl","5","5:00",2020-12-30
"436","Oktagon MMA","Oktagon MMAOktagon 20",88139,"5","Christian Jungwirth","Christian-Jungwirth-265995","Win","Vaclav Holota","Vaclav-Holota-249183","Decision (Unanimous)Petr Balej","3","5:00",2020-12-30
"437","Oktagon MMA","Oktagon MMAOktagon 20",88139,"4","Ewelina Wozniak","Ewelina-Wozniak-211023","Win","Magdalena Sormova","Magdalena-Sormova-160581","Decision (Unanimous)Jan Vobornik","3","5:00",2020-12-30
"438","Oktagon MMA","Oktagon MMAOktagon 20",88139,"3","Oumar Sy","Oumar-Sy-310239","Win","Daniel Skvor","Daniel-Skvor-371652","Submission (Rear-Naked Choke)Petr Balej","2","4:35",2020-12-30
"439","Oktagon MMA","Oktagon MMAOktagon 20",88139,"2","Tomas Fiala","Tomas-Fiala-156543","Win","Said Salambek Elderbiev","Said-Salambek-Elderbiev-267693","TKO (Punches)Vaclav Pribyl","1","3:28",2020-12-30
"440","Oktagon MMA","Oktagon MMAOktagon 20",88139,"1","Jan Fajk","Jan-Fajk-269311","Win","Daniel Hromek","Daniel-Hromek-315489","Decision (Unanimous)Jan Vobornik","3","5:00",2020-12-30
"441","Rizin Fighting Federation","Rizin FFRizin 26",88002,"12","Kyoji Horiguchi","Kyoji-Horiguchi-64413","Win","Kai Asakura","Kai-Asakura-226035","Method KO (Punches)","1","2:48",2020-12-31
"442","Rizin Fighting Federation","Rizin FFRizin 26",88002,"11","Mikuru Asakura","Mikuru-Asakura-113195","Win","Satoshi Yamasu","Satoshi-Yamasu-116745","KO (Head Kick and Punch)Ryogaku Wada","1","4:20",2020-12-31
"443","Rizin Fighting Federation","Rizin FFRizin 26",88002,"10","Ayaka Hamasaki","Ayaka-Hamasaki-45332","Win","Miyuu Yamamoto","Miyuu-Yamamoto-231061","Submission (Leg Scissor Choke)Minoru Toyonaga","1","1:42",2020-12-31
"444","Rizin Fighting Federation","Rizin FFRizin 26",88002,"9","Naoki Inoue","Naoki-Inoue-158487","Win","Yuki Motoya","Yuki-Motoya-66241","Submission (Rear-Naked Choke)Yasuhiro Tazawa","1","3:00",2020-12-31
"445","Rizin Fighting Federation","Rizin FFRizin 26",88002,"8","Kleber Koike Erbst","Kleber-Koike-Erbst-38593","Win","Kyle Aguon","Kyle-Aguon-44485","Technical Submission (Brabo Choke)Masato Kataoka","1","4:22",2020-12-31
"446","Rizin Fighting Federation","Rizin FFRizin 26",88002,"7","Kyohei Hagiwara","Kyohei-Hagiwara-245811","Win","Ren Hiramoto","Ren-Hiramoto-378737","TKO (Corner Stoppage)Minoru Toyonaga","2","1:29",2020-12-31
"447","Rizin Fighting Federation","Rizin FFRizin 26",88002,"6","Hideo Tokoro","Hideo-Tokoro-2276","Win","Shinobu Ota","Shinobu-Ota-378738","Submission (Armbar)Yasuhiro Tazawa","2","2:24",2020-12-31
"448","Rizin Fighting Federation","Rizin FFRizin 26",88002,"5","Yuta Sasaki","Yuta-Sasaki-63070","Win","Kenta Takizawa","Kenta-Takizawa-131311","Decision (Unanimous)Tomoki Matsumiya","3","5:00",2020-12-31
"449","Rizin Fighting Federation","Rizin FFRizin 26",88002,"4","Kanna Asakura","Kanna-Asakura-176903","Win","Ai Shimizu","Ai-Shimizu-237929","Decision (Unanimous)Yasuhiro Tazawa","3","5:00",2020-12-31
"450","Rizin Fighting Federation","Rizin FFRizin 26",88002,"3","Kazuma Kuramoto","Kazuma-Kuramoto-269069","Win","Taiyo Nakahara","Taiyo-Nakahara-4784","KO (Punches and Soccer Kicks)Masato Kataoka","1","2:12",2020-12-31
"451","Rizin Fighting Federation","Rizin FFRizin 26",88002,"2","Tsuyoshi Sudario","Tsuyoshi-Sudario-375500","Win","Ikuhisa Minowa","Ikuhisa-Minowa-250","TKO (Leg Kick and Punch)Ryogaku Wada","1","3:19",2020-12-31
"452","Rizin Fighting Federation","Rizin FFRizin 26",88002,"1","Sakura Mor","Sakura-Mori-360081","Win","Eru Takebayas","Eru-Takebayashi-376969","No Contest (Mori Missed Weight)Tatsuro Nagase","1","1:37",2020-12-31
"453","R3 Fighting Championship","R3FCR3 Fighting Championship: Sherlar Jangi 2",88494,"5","Muhammadali Mukhtorov","Muhammadali-Mukhtorov-380545","Win","Jafar Nuriddinov","Jafar-Nuriddinov-380546","Method","0","0:00",2020-12-31
"454","R3 Fighting Championship","R3FCR3 Fighting Championship: Sherlar Jangi 2",88494,"4","Oybek Rashidov","Oybek-Rashidov-380543","Win","Ruslan Bakhshiyev","Ruslan-Bakhshiyev-380544","Decision (Unanimous)N/A","3","3:00",2020-12-31
"455","R3 Fighting Championship","R3FCR3 Fighting Championship: Sherlar Jangi 2",88494,"3","Arslonbek Khursandov","Arslonbek-Khursandov-380541","Win","Akbar Sherov","Akbar-Sherov-380542","TKO (Punches)N/A","1","1:25",2020-12-31
"456","R3 Fighting Championship","R3FCR3 Fighting Championship: Sherlar Jangi 2",88494,"2","Davlat Usmonov","Davlat-Usmonov-351023","Win","Jahogir Abduvasiyev","Jahogir-Abduvasiyev-380540","Submission (Armbar)N/A","3","2:05",2020-12-31
"457","R3 Fighting Championship","R3FCR3 Fighting Championship: Sherlar Jangi 2",88494,"1","Bobur Safarov","Bobur-Safarov-380538","Win","Murod Mukhammadiev","Murod-Mukhammadiev-380539","Decision (Unanimous)N/A","3","3:00",2020-12-31
"458","King Fighting Championship","KFC 3King Fighting Championship 3",88414,"7","Ahmad Suhail Hasanzada","Ahmad-Suhail-Hasanzada-279733","Win","Abdul Khaliq Ghowsi","Abdul-Khaliq-Ghowsi-244041","Method KO","2","2:41",2021-01-01
"459","King Fighting Championship","KFC 3King Fighting Championship 3",88414,"6","Jalal Hajizada","Jalal-Hajizada-375303","Win","Ahmad Khan Keshmandzada","Ahmad-Khan-Keshmandzada-380074","KOEsmat Adil","1","4:00",2021-01-01
"460","King Fighting Championship","KFC 3King Fighting Championship 3",88414,"5","Amir Rehman Noor","Amir-Rehman-Noor-305773","Win","Farotan Gullbahari","Farotan-Gullbahari-380073","SubmissionJahad Nadiri","1","1:50",2021-01-01
"461","King Fighting Championship","KFC 3King Fighting Championship 3",88414,"4","Nazir Folad","Nazir-Folad-378549","Win","Sadam TaraKhail","Sadam-TaraKhail-380072","SubmissionAnwar Nabizada","1","1:36",2021-01-01
"462","King Fighting Championship","KFC 3King Fighting Championship 3",88414,"3","Mansor Ahmad Ibrahimi","Mansor-Ahmad-Ibrahimi-380070","Win","Ahmad Shafi Shojah","Ahmad-Shafi-Shojah-380071","DecisionIkram","3","5:00",2021-01-01
"463","King Fighting Championship","KFC 3King Fighting Championship 3",88414,"2","Hamid Amiri","Hamid-Amiri-375089","Win","Farid Nadiri","Farid-Nadiri-380069","SubmissionAli","1","0:30",2021-01-01
"464","King Fighting Championship","KFC 3King Fighting Championship 3",88414,"1","Aisagul Mangal","Aisagul-Mangal-380067","Win","Hasib Faizy","Hasib-Faizy-380068","SubmissionAhmad","1","0:30",2021-01-01
"465","MMA Xtreme Fighting Championship","MMAX FC 12Bad Intentions",88615,"11","Paul Smith","Paul-Smith-46134","Win","Jose Zuniga Herrera","Jose-Zuniga-Herrera-233303","Method Submission","1","2:35",2021-01-02
"466","MMA Xtreme Fighting Championship","MMAX FC 12Bad Intentions",88615,"10","Marshall Kemp","Marshall-Kemp-261503","Win","Shea Conley","Shea-Conley-312113","SubmissionN/A","1","4:05",2021-01-02
"467","MMA Xtreme Fighting Championship","MMAX FC 12Bad Intentions",88615,"9","Julius Walker","Julius-Walker-366067","Win","Christian Adams","Christian-Adams-112261","KON/A","1","1:24",2021-01-02
"468","MMA Xtreme Fighting Championship","MMAX FC 12Bad Intentions",88615,"8","Jenna Deatherage","Jenna-Deatherage-299789","Win","Alannah Jack","Alannah-Jack-353007","SubmissionN/A","1","2:34",2021-01-02
"469","MMA Xtreme Fighting Championship","MMAX FC 12Bad Intentions",88615,"7","Jett Shell","Jett-Shell-353005","Win","Alex Borden","Alex-Borden-296175","KON/A","1","1:24",2021-01-02
"470","MMA Xtreme Fighting Championship","MMAX FC 12Bad Intentions",88615,"6","Enrique Gonzalez","Enrique-Gonzalez-380908","Win","Tyler Skeets","Tyler-Skeets-371357","Decision (Unanimous)N/A","3","3:00",2021-01-02
"471","MMA Xtreme Fighting Championship","MMAX FC 12Bad Intentions",88615,"5","Chasen Umholtz","Chasen-Umholtz-380902","Win","James Webb","James-Webb-380907","KON/A","1","0:38",2021-01-02
"472","MMA Xtreme Fighting Championship","MMAX FC 12Bad Intentions",88615,"4","Hansel Ten","Hansel-Ten-376041","Win","Wolfgang Rogers","Wolfgang-Rogers-374528","Decision (Unanimous)N/A","3","3:00",2021-01-02
"473","MMA Xtreme Fighting Championship","MMAX FC 12Bad Intentions",88615,"3","Zackery Bibb","Zackery-Bibb-380901","Win","Caleb Fowler","Caleb-Fowler-374523","KON/A","2","1:57",2021-01-02
"474","MMA Xtreme Fighting Championship","MMAX FC 12Bad Intentions",88615,"2","Edward Michel","Edward-Michel-380905","Win","Dalton Harding","Dalton-Harding-380906","SubmissionN/A","1","2:33",2021-01-02
"475","MMA Xtreme Fighting Championship","MMAX FC 12Bad Intentions",88615,"1","Antonio Smith","Antonio-Smith-380903","Win","Cross Hughes","Cross-Hughes-380904","Decision (Unanimous)N/A","3","3:00",2021-01-02
"476","R3 Fighting Championship","R3FCR3 Fighting Championship: Sherlar Jangi 3",88495,"5","Khusen Makhmudov","Khusen-Makhmudov-380554","Win","Shokhrukh Bobojonov","Shokhrukh-Bobojonov-380555","Method KO (Knee)","2","2:30",2021-01-04
"477","R3 Fighting Championship","R3FCR3 Fighting Championship: Sherlar Jangi 3",88495,"4","Alisher Asamov","Alisher-Asamov-380553","Win","Sardorbek Turgunov","Sardorbek-Turgunov-289747","TKO (Punches)N/A","2","2:58",2021-01-04
"478","R3 Fighting Championship","R3FCR3 Fighting Championship: Sherlar Jangi 3",88495,"3","Fakhriddin Bazarov","Fakhriddin-Bazarov-380551","Win","Nasymbek Toshkulov","Nasymbek-Toshkulov-380552","Submission (Guillotine Choke)N/A","1","2:35",2021-01-04
"479","R3 Fighting Championship","R3FCR3 Fighting Championship: Sherlar Jangi 3",88495,"2","Burkhon Kalandarov","Burkhon-Kalandarov-380549","Win","Sardor Ibrokhimov","Sardor-Ibrokhimov-380550","Submission (Choke)N/A","1","0:32",2021-01-04
"480","R3 Fighting Championship","R3FCR3 Fighting Championship: Sherlar Jangi 3",88495,"1","Shakhzod Sobirov","Shakhzod-Sobirov-380547","Win","Jonibek Samandarov","Jonibek-Samandarov-380548","Submission (Guillotine Choke)N/A","2","0:54",2021-01-04
"481","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"22","Omar Eldafrawy","Omar-Eldafrawy-257659","Win","Mohamed Salem","Mohamed-Salem-326605","Method Submission (Triangle Choke)","3","4:08",2021-01-06
"482","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"21","Maysara Mohamed","Maysara-Mohamed-275355","Win","Mohamed Gamal","Mohamed-Gamal-288303","KO (Punch)N/A","3","4:53",2021-01-06
"483","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"20","Mohamed Samir","Mohamed-Samir-324075","Win","Amer El Shanshory","Amer-El-Shanshory-152423","Decision (Unanimous)N/A","3","5:00",2021-01-06
"484","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"19","Marwan Gamal","Marwan-Gamal-326587","Win","Mahmoud Abdeen","Mahmoud-Abdeen-326613","Decision (Unanimous)N/A","3","5:00",2021-01-06
"485","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"18","Omar Gomaa","Omar-Gomaa-326573","Win","Hassan Khalfallah","Hassan-Khalfallah-380251","Submission (Rear-Naked Choke)N/A","3","1:26",2021-01-06
"486","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"17","Youssef Amr","Youssef-Amr-265901","Win","Mohamed Ahmed Nasr","Mohamed-Ahmed-Nasr-380252","KO (Punch)N/A","1","1:30",2021-01-06
"487","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"16","Ahmed Amer","Ahmed-Amer-324025","Win","Mohamed ElDwansy","Mohamed-ElDwansy-74723","Decision (Unanimous)N/A","3","5:00",2021-01-06
"488","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"15","Amr Gomaa Gaber","Amr-Gomaa-Gaber-343255","Win","Mostafa Mahmoud","Mostafa-Mahmoud-325369","KO (Punch)N/A","2","0:28",2021-01-06
"489","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"14","Mohamed Shaheen","Mohamed-Shaheen-189907","Win","Shehab Fahd","Shehab-Fahd-376066","Submission (Triangle Choke)N/A","2","3:11",2021-01-06
"490","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"13","Abdelrahman Ebada","Abdelrahman-Ebada-374759","Win","Abdel Rahman Saeid","Abdel-Rahman-Saeid-324031","Submission (Armbar)N/A","1","4:40",2021-01-06
"491","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"12","Mahmoud  Kamal","Mahmoud-Kamal-241193","Win","Abdelrahman Mohamed","Abdelrahman-Mohamed-380253","Submission (Armbar)N/A","1","1:17",2021-01-06
"492","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"11","Abdel Rahman Emam","Abdel-Rahman-Emam-134385","Win","Ahmed El Sayed","Ahmed-El-Sayed-288309","KO (Punch)N/A","1","0:30",2021-01-06
"493","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"10","Youssif Ahmed","Youssif-Ahmed-343267","Win","Mohamed Tarek Mohey","Mohamed-Tarek-Mohey-375043","Decision (Unanimous)N/A","3","5:00",2021-01-06
"494","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"9","Omar Khaled","Omar-Khaled-343261","Win","Tarek Hamed Rahal","Tarek-Hamed-Rahal-275887","TKO (Punches)N/A","1","2:05",2021-01-06
"495","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"8","Ziad Ayman","Ziad-Ayman-375035","Win","Ibrahim Hassan","Ibrahim-Hassan-190895","Submission (Armbar)N/A","2","1:11",2021-01-06
"496","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"7","Ahmed Abdel Salam","Ahmed-Abdel-Salam-178137","Win","Adel Wagih","Adel-Wagih-376227","Decision (Unanimous)N/A","3","5:00",2021-01-06
"497","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"6","Anas Soliman","Anas-Soliman-257667","Win","Samer Samy","Samer-Samy-380820","Decision (Unanimous)N/A","3","5:00",2021-01-06
"498","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"5","Mohamed ElSayed","Mohamed-ElSayed-380863","Win","Mazin Qayad","Mazin-Qayad-340387","TKO (Punches)N/A","2","2:20",2021-01-06
"499","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"4","Adham Ehab","Adham-Ehab-375046","Win","Mohamed Hamza","Mohamed-Hamza-378120","TKO (Punches)N/A","1","2:09",2021-01-06
"500","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"3","Maiem Gaber","Maiem-Gaber-380821","Win","Yuri Yuri","Yuri-Yuri-380822","Submission (Rear-Naked Choke)N/A","2","0:00",2021-01-06
"501","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"2","Fatma Atta Shridy","Fatma-Atta-Shridy-380823","Win","Farida Ali Sayed","Farida-Ali-Sayed-380824","Decision (Unanimous)N/A","3","5:00",2021-01-06
"502","Arabic Ultimate Fighting Championship","AUFCArabic Ultimate Fighting Championship 30",88421,"1","Mahmoud Ramadan Rashed","Mahmoud-Ramadan-Rashed-375474","Win","Seifelden Seifelden","Seifelden-Seifelden-380825","Submission (Armbar)N/A","1","0:44",2021-01-06
"503","R3 Fighting Championship","R3FCR3 Fighting Championship: Sherlar Jangi 4",88496,"6","Dostonbek Dustmurodov","Dostonbek-Dustmurodov-380564","Win","Bunyod Tukhtaev","Bunyod-Tukhtaev-380565","Method TKO (Corner Stoppage)","1","3:00",2021-01-07
"504","R3 Fighting Championship","R3FCR3 Fighting Championship: Sherlar Jangi 4",88496,"5","Dilshod Utkirov","Dilshod-Utkirov-380562","Win","Bekzod Normirzayev","Bekzod-Normirzayev-380563","Decision (Unanimous)N/A","3","3:00",2021-01-07
"505","R3 Fighting Championship","R3FCR3 Fighting Championship: Sherlar Jangi 4",88496,"4","Solekh Ismoilov","Solekh-Ismoilov-380560","Win","Umidjon Turaev","Umidjon-Turaev-380561","TKO (Injury)N/A","2","0:30",2021-01-07
"506","R3 Fighting Championship","R3FCR3 Fighting Championship: Sherlar Jangi 4",88496,"3","Alexander Shvedov","Alexander-Shvedov-237665","Win","Pulat Polvonniyozov","Pulat-Polvonniyozov-380559","TKO (Referee Stoppage)N/A","2","0:42",2021-01-07
"507","R3 Fighting Championship","R3FCR3 Fighting Championship: Sherlar Jangi 4",88496,"2","Anvar Abdulaev","Anvar-Abdulaev-375702","Win","Khamoliddin Yuldashev","Khamoliddin-Yuldashev-380558","TKO (Corner Stoppage)N/A","2","3:00",2021-01-07
"508","R3 Fighting Championship","R3FCR3 Fighting Championship: Sherlar Jangi 4",88496,"1","Ozodbek Yankobov","Ozodbek-Yankobov-380556","Win","Sanjarbek Ganiev","Sanjarbek-Ganiev-380557","Decision (Unanimous)N/A","3","3:00",2021-01-07
"509","Valor Fights (Tennessee)","VFC 76Valor Fighting Challenge 76",88257,"7","Tristan Scarborough","Tristan-Scarborough-370498","Win","Torrez Finney","Torrez-Finney-379262","Method","0","0:00",2021-01-08
"510","Valor Fights (Tennessee)","VFC 76Valor Fighting Challenge 76",88257,"6","Jesse Romansyet to c","Jesse-Romans-290353","Win","C.J. Bakeryet to ","CJ-Baker-327857","N/A","0","0:00",2021-01-08
"511","Valor Fights (Tennessee)","VFC 76Valor Fighting Challenge 76",88257,"5","Shamar Perezyet to c","Shamar-Perez-282911","Win","Kyle Lindneryet to ","Kyle-Lindner-344435","N/A","0","0:00",2021-01-08
"512","Valor Fights (Tennessee)","VFC 76Valor Fighting Challenge 76",88257,"4","Joel Wintersyet to c","Joel-Winters-335323","Win","Andrew Sturdivantyet to ","Andrew-Sturdivant-327951","N/A","0","0:00",2021-01-08
"513","Valor Fights (Tennessee)","VFC 76Valor Fighting Challenge 76",88257,"3","Semaj Portisyet to c","Semaj-Portis-346569","Win","Carter Beekmanyet to ","Carter-Beekman-321587","N/A","0","0:00",2021-01-08
"514","Valor Fights (Tennessee)","VFC 76Valor Fighting Challenge 76",88257,"2","Shawn Milksyet to c","Shawn-Milks-319799","Win","Justice Bumpusyet to ","Justice-Bumpus-355041","N/A","0","0:00",2021-01-08
"515","Valor Fights (Tennessee)","VFC 76Valor Fighting Challenge 76",88257,"1","Azeyah Boydyet to c","Azeyah-Boyd-379261","Win","Bronson Bzorgiyet to ","Bronson-Bzorgi-363943","N/A","0","0:00",2021-01-08
"516","Mountain Force MMA","MTF 21Cache Valley",88388,"6","Alan Rea","Alan-Rea-356685","Win","Aaron Boothe","Aaron-Boothe-379898","Method TKO (Strikes)","3","1:30",2021-01-08
"517","Mountain Force MMA","MTF 21Cache Valley",88388,"5","Jose Ferreri","Jose-Ferreri-366873","Win","Arthur Dufloo","Arthur-Dufloo-342703","Decision (Split)N/A","3","3:00",2021-01-08
"518","Mountain Force MMA","MTF 21Cache Valley",88388,"4","Samuel Medel","Samuel-Medel-379899","Win","Hayden Phipps","Hayden-Phipps-322415","TKO (Strikes)N/A","2","2:20",2021-01-08
"519","Mountain Force MMA","MTF 21Cache Valley",88388,"3","Jared Melton","Jared-Melton-379900","Win","Joseph Pascale","Joseph-Pascale-379901","Submission (D'Arce Choke)N/A","1","0:53",2021-01-08
"520","Mountain Force MMA","MTF 21Cache Valley",88388,"2","Christian Cortez","Christian-Cortez-320423","Win","Dante Carreno","Dante-Carreno-379903","Submission (Guillotine Choke)N/A","1","1:18",2021-01-08
"521","Mountain Force MMA","MTF 21Cache Valley",88388,"1","Adam Franck","Adam-Franck-376032","Win","Colton Turner","Colton-Turner-379902","Submission (Armbar)N/A","1","0:38",2021-01-08
"522","Peace Fighting Championship","PFC 2Peace Fighting Championship 2",88616,"21","Abolfazl Mehrazaran","Abolfazl-Mehrazaran-380945","Win","Dur Mohammad Sangin","Dur-Mohammad-Sangin-380946","Method Submission (Guillotine Choke)","1","0:40",2021-01-08
"523","Peace Fighting Championship","PFC 2Peace Fighting Championship 2",88616,"20","Abdullah Naimi","Abdullah-Naimi-380943","Win","Mohammad Kejayil","Mohammad-Kejayil-380944","Submission (Rear-Naked Choke)Rahmattullah Rasuli","1","3:20",2021-01-08
"524","Peace Fighting Championship","PFC 2Peace Fighting Championship 2",88616,"19","Omershah Sadaqi","Omershah-Sadaqi-380941","Win","Mamali Pirooti","Mamali-Pirooti-380942","Submission (Rear-Naked Choke)Khan Mohammad Eshaqzai","1","3:00",2021-01-08
"525","Peace Fighting Championship","PFC 2Peace Fighting Championship 2",88616,"18","Hasibullah Nikzad","Hasibullah-Nikzad-380939","Win","Mohammad Amin Arab Amiri","Mohammad-Amin-Arab-Amiri-380940","KOKhan Mohammad Eshaqzai","1","2:10",2021-01-08
"526","Peace Fighting Championship","PFC 2Peace Fighting Championship 2",88616,"17","Ahmad Fawad Shajahi","Ahmad-Fawad-Shajahi-380937","Win","Amir Hossein Arefi Niya","Amir-Hossein-Arefi-Niya-380938","Submission (Rear-Naked Choke)Jawad Mohammadi","1","4:30",2021-01-08
"527","Peace Fighting Championship","PFC 2Peace Fighting Championship 2",88616,"16","Mohammad Gul Rahimi","Mohammad-Gul-Rahimi-375297","Win","Fateh Razaei","Fateh-Razaei-380936","Submission (Rear-Naked Choke)Khan Mohammad Eshaqzai","1","2:30",2021-01-08
"528","Peace Fighting Championship","PFC 2Peace Fighting Championship 2",88616,"15","Mohammad Shahram Astani","Mohammad-Shahram-Astani-380934","Win","Mohammad Ramazani","Mohammad-Ramazani-380935","Decision (Unanimous)Rahmattullah Rasuli","3","5:00",2021-01-08
"529","Peace Fighting Championship","PFC 2Peace Fighting Championship 2",88616,"14","Jamil Noorzai","Jamil-Noorzai-374833","Win","Ahmad Fawad Beryawand","Ahmad-Fawad-Beryawand-380933","KOKhan Mohammad Eshaqzai","1","3:45",2021-01-08
"530","Peace Fighting Championship","PFC 2Peace Fighting Championship 2",88616,"13","Safiullah Alikhil","Safiullah-Alikhil-380931","Win","Hamidreza Kishawerz","Hamidreza-Kishawerz-380932","Submission (Rear-Naked Choke)Rahmattullah Rasuli","1","3:55",2021-01-08
"531","Peace Fighting Championship","PFC 2Peace Fighting Championship 2",88616,"12","Seyed Reza Shirzadeh Iniolia","Seyed-Reza-Shirzadeh-Iniolia-380929","Win","Mohammad Zahir Nazari","Mohammad-Zahir-Nazari-380930","Decision (Unanimous)Khan Mohammad Eshaqzai","3","5:00",2021-01-08
"532","Peace Fighting Championship","PFC 2Peace Fighting Championship 2",88616,"11","Ali Shah Timori","Ali-Shah-Timori-380927","Win","Ehsanullah Hossaini","Ehsanullah-Hossaini-380928","KOKhan Mohammad Eshaqzai","1","1:50",2021-01-08
"533","Peace Fighting Championship","PFC 2Peace Fighting Championship 2",88616,"10","Edris Rahmani","Edris-Rahmani-379081","Win","Hamayoon Muradi","Hamayoon-Muradi-380926","Decision (Unanimous)Khan Mohammad Eshaqzai","3","5:00",2021-01-08
