"","Promotion","Event","EventID","Match","Fighter","FighterID","Result","Opponent","OpponentID","Method","Round","Time","Date"
"1","Eagle Fighting Championship (Russia)","EFC 31Eagle Fighting Championship 31",88044,"17","Rizvan Kuniev","Rizvan-Kuniev-86319","Win","Vladimir Daineko","Vladimir-Daineko-186933","Method TKO (Corner Stoppage)","3","5:00",2020-12-19
"2","Eagle Fighting Championship (Russia)","EFC 31Eagle Fighting Championship 31",88044,"16","Magomed Umalatov","Magomed-Umalatov-233045","Win","Rashid Koichakaev","Rashid-Koichakaev-215161","TKO (Punches)Maxim Protasov","3","2:17",2020-12-19
"3","Eagle Fighting Championship (Russia)","EFC 31Eagle Fighting Championship 31",88044,"15","Rashid Vagabov","Rashid-Vagabov-319001","Win","Rildeci Lima Dias","Rildeci-Lima-Dias-101317","Decision (Unanimous)Nikolay Sharipov","3","5:00",2020-12-19
"4","Eagle Fighting Championship (Russia)","EFC 31Eagle Fighting Championship 31",88044,"14","Kamil  Magomedov","Kamil-Magomedov-163693","Win","Ayur Galsanov","Ayur-Galsanov-237917","Submission (Choke)Maxim Protasov","1","3:30",2020-12-19
"5","Eagle Fighting Championship (Russia)","EFC 31Eagle Fighting Championship 31",88044,"13","Mansur Malachiev","Mansur-Malachiev-237803","Win","Ilmiyamin Dzhavatov","Ilmiyamin-Dzhavatov-254037","Submission (Choke)Nikolay Sharipov","2","3:33",2020-12-19
"6","Eagle Fighting Championship (Russia)","EFC 31Eagle Fighting Championship 31",88044,"12","Umar Kunakbiev","Umar-Kunakbiev-333173","Win","Omar Rzayev","Omar-Rzayev-272185","Submission (Choke)Maxim Protasov","1","2:14",2020-12-19
"7","Eagle Fighting Championship (Russia)","EFC 31Eagle Fighting Championship 31",88044,"11","Abdurakhman Alimagomedov","Abdurakhman-Alimagomedov-299075","Win","Eslam Abdel Mineim","Eslam-Abdel-Mineim-150351","Submission (Choke)Nikolay Sharipov","2","2:17",2020-12-19
"8","Eagle Fighting Championship (Russia)","EFC 31Eagle Fighting Championship 31",88044,"10","Ali Kabdulla","Ali-Kabdulla-303815","Win","Imran Zhulagov","Imran-Zhulagov-184951","Submission (Choke)Maxim Protasov","2","2:35",2020-12-19
"9","Eagle Fighting Championship (Russia)","EFC 31Eagle Fighting Championship 31",88044,"9","Nutsalkhan Umakhanov","Nutsalkhan-Umakhanov-245829","Win","Konstantin Linnik","Konstantin-Linnik-167709","TKO (Punches)Nikolay Sharipov","1","0:49",2020-12-19
"10","Eagle Fighting Championship (Russia)","EFC 31Eagle Fighting Championship 31",88044,"8","Magomed Kurbanov","Magomed-Kurbanov-263159","Win","Bogdan Plutakhin","Bogdan-Plutakhin-291323","Decision (Unanimous)Maxim Protasov","3","5:00",2020-12-19
"11","Eagle Fighting Championship (Russia)","EFC 31Eagle Fighting Championship 31",88044,"7","Ahkubek Omarov","Ahkubek-Omarov-312599","Win","Dmitry Shestakov","Dmitry-Shestakov-118913","Decision (Unanimous)Nikolay Sharipov","3","5:00",2020-12-19
"12","Eagle Fighting Championship (Russia)","EFC 31Eagle Fighting Championship 31",88044,"6","Gadzhimurad Magomedov","Gadzhimurad-Magomedov-256745","Win","Zaur Albakov","Zaur-Albakov-233367","TKO (Punches)Maxim Protasov","1","1:20",2020-12-19
"13","Eagle Fighting Championship (Russia)","EFC 31Eagle Fighting Championship 31",88044,"5","Vitaliy Kositsynd","Vitaliy-Kositsyn-260007","Win","Aidarbek Abdibait","Aidarbek-Abdibait-268707","Draw (Unanimous)Nikolay Sharipov","3","5:00",2020-12-19
"14","Eagle Fighting Championship (Russia)","EFC 31Eagle Fighting Championship 31",88044,"4","Leonid Malozemov","Leonid-Malozemov-239143","Win","Abror Mamurov","Abror-Mamurov-301441","Decision (Split)Maxim Protasov","3","5:00",2020-12-19
"15","Eagle Fighting Championship (Russia)","EFC 31Eagle Fighting Championship 31",88044,"3","Kunni Kunniev","Kunni-Kunniev-379557","Win","Ruslan Kuliev","Ruslan-Kuliev-332597","Decision (Unanimous)Nikolay Sharipov","3","5:00",2020-12-19
"16","Eagle Fighting Championship (Russia)","EFC 31Eagle Fighting Championship 31",88044,"2","Aslan Oraz","Aslan-Oraz-272189","Win","Mikhail Kuznetsov","Mikhail-Kuznetsov-143545","TKO (Punches)Nikolay Sharipov","1","4:25",2020-12-19
"17","Eagle Fighting Championship (Russia)","EFC 31Eagle Fighting Championship 31",88044,"1","Magomed Suleymanov","Magomed-Suleymanov-379559","Win","Kurbanali Silaymanov","Kurbanali-Silaymanov-379558","TKO (Punches)Maxim Protasov","1","3:35",2020-12-19
"18","Empire Fighting Championship","EFCEmpire Fighting Championship 8",88045,"2","Cameron Teague","Cameron-Teague-337869","Win","Jordan Juneau","Jordan-Juneau-256201","Method","0","0:00",2020-12-19
"19","Empire Fighting Championship","EFCEmpire Fighting Championship 8",88045,"1","Ethan Hughesyet to c","Ethan-Hughes-312209","Win","Douglas Freemanyet to ","Douglas-Freeman-375823","N/A","0","0:00",2020-12-19
"20","Power Plant Productions","Power Plant ProductionsThe Fight Before Christmas 5",88047,"5","Aaron Phillips","Aaron-Phillips-280195","Win","Maika Graf","Maika-Graf-147985","Method","0","0:00",2020-12-19
"21","Power Plant Productions","Power Plant ProductionsThe Fight Before Christmas 5",88047,"4","Tyson Duckworthyet to c","Tyson-Duckworth-50063","Win","Kris Berberichyet to ","Kris-Berberich-238951","N/A","0","0:00",2020-12-19
"22","Power Plant Productions","Power Plant ProductionsThe Fight Before Christmas 5",88047,"3","Nate Grinnellyet to c","Nate-Grinnell-377805","Win","Onosai Moanayet to ","Onosai-Moana-181553","N/A","0","0:00",2020-12-19
"23","Power Plant Productions","Power Plant ProductionsThe Fight Before Christmas 5",88047,"2","Josh Terryyet to c","Josh-Terry-365295","Win","Chris Trefonyet to ","Chris-Trefon-376720","N/A","0","0:00",2020-12-19
"24","Power Plant Productions","Power Plant ProductionsThe Fight Before Christmas 5",88047,"1","Tristyn DeHartyet to c","Tristyn-DeHart-344011","Win","Patrik Whiteyet to ","Patrik-White-221861","N/A","0","0:00",2020-12-19
"25","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"25","Mikhail Pogodin","Mikhail-Pogodin-243109","Win","Said-Magomed Batukaev","SaidMagomed-Batukaev-267775","Method Decision (Unanimous)","3","5:00",2020-12-19
"26","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"24","Saifullah Dzhabrailov","Saifullah-Dzhabrailov-199471","Win","Aman Abdraymov","Aman-Abdraymov-270797","Submission (Brabo Choke)Gerikhan Shibilov","2","1:08",2020-12-19
"27","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"23","Mansur Djamburaev","Mansur-Djamburaev-200295","Win","Bekbolot Abdylda","Bekbolot-Abdylda-217381","TKO (Doctor Stoppage)Ashot Ashugyan","1","5:00",2020-12-19
"28","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"22","Magomed Ginazov","Magomed-Ginazov-161775","Win","Alkhas Abdulmedzhidov","Alkhas-Abdulmedzhidov-237799","Decision (Unanimous)Ashot Ashugyan","3","5:00",2020-12-19
"29","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"21","Elkhan Ibragimkhalilov","Elkhan-Ibragimkhalilov-262623","Win","Movladi Kalamov","Movladi-Kalamov-271365","Submission (Rear-Naked Choke)Giorgi Begadze","1","4:18",2020-12-19
"30","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"20","Rakhim Midaev","Rakhim-Midaev-267779","Win","Armen Dzhragatspanyan","Armen-Dzhragatspanyan-136511","Decision (Unanimous)Giorgi Begadze","3","5:00",2020-12-19
"31","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"19","Nureles Aidarov","Nureles-Aidarov-268611","Win","Batukhan Baysuev","Batukhan-Baysuev-224003","KOAshot Ashugyan","3","1:03",2020-12-19
"32","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"18","Ilia Khodkevich","Ilia-Khodkevich-313081","Win","Islam Umarov","Islam-Umarov-224035","Decision (Unanimous)Gerikhan Shibilov","3","5:00",2020-12-19
"33","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"17","Arkadiy Osipyan","Arkadiy-Osipyan-277995","Win","Dzhambulat Selimkhanov","Dzhambulat-Selimkhanov-250071","Submission (Rear-Naked Choke)Gerikhan Shibilov","3","3:57",2020-12-19
"34","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"16","Adlan Mamaev","Adlan-Mamaev-222847","Win","Vasily Kozlov","Vasily-Kozlov-296519","Decision (Unanimous)Ashot Ashugyan","3","5:00",2020-12-19
"35","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"15","Edgar Okhtov","Edgar-Okhtov-260351","Win","Maksim Dupin","Maksim-Dupin-296301","Decision (Unanimous)Giorgi Begadze","3","5:00",2020-12-19
"36","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"14","Khalid Satuev","Khalid-Satuev-272657","Win","Myktybek Orolbai","Myktybek-Orolbai-316759","Decision (Unanimous)Giorgi Begadze","3","5:00",2020-12-19
"37","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"13","Vadim Kadyrov","Vadim-Kadyrov-158553","Win","Anzor Tsekov","Anzor-Tsekov-232725","Decision (Unanimous)Gerikhan Shibilov","3","5:00",2020-12-19
"38","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"12","Amir Alborov","Amir-Alborov-205891","Win","Adam Magomaev","Adam-Magomaev-234355","TKO (Punches)Giorgi Begadze","1","1:02",2020-12-19
"39","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"11","Imam Vitakhanov","Imam-Vitakhanov-224103","Win","Saidali Azamat Uulu","Saidali-Azamat-Uulu-341291","Submission (Guillotine Choke)Ashot Ashugyan","1","0:39",2020-12-19
"40","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"10","Khasan Bisultanov","Khasan-Bisultanov-298157","Win","Azizbek Keldibek Uulu","Azizbek-Keldibek-Uulu-350351","TKO (Punches)Ashot Ashugyan","1","3:04",2020-12-19
"41","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"9","Yakub Kediev","Yakub-Kediev-280055","Win","Osmonbek Shakhbazov","Osmonbek-Shakhbazov-241563","TKO (Punches)Giorgi Begadze","1","1:25",2020-12-19
"42","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"8","Akhmed Khamzaev","Akhmed-Khamzaev-259357","Win","Hofizjon Kurbonov","Hofizjon-Kurbonov-287233","TKO (Punches)Gerikhan Shibilov","2","1:19",2020-12-19
"43","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"7","Magomed Zakriev","Magomed-Zakriev-205091","Win","Araz Mamedov","Araz-Mamedov-325599","Submission (Guillotine Choke)Gerikhan Shibilov","1","2:57",2020-12-19
"44","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"6","Akhmad Magomedov","Akhmad-Magomedov-229191","Win","Zaur Kairov","Zaur-Kairov-232623","Decision (Unanimous)Giorgi Begadze","3","5:00",2020-12-19
"45","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"5","Djabrail Malsagov","Djabrail-Malsagov-312757","Win","Omurbek Toktoali uulu","Omurbek-Toktoali-uulu-259155","Decision (Unanimous)Giorgi Begadze","3","5:00",2020-12-19
"46","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"4","Shabdan Sarykov","Shabdan-Sarykov-351233","Win","Zelim Khachukaev","Zelim-Khachukaev-336199","Submission (Rear-Naked Choke)Gerikhan Shibilov","1","3:54",2020-12-19
"47","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"3","Ramzan Molochaev","Ramzan-Molochaev-259955","Win","Vladimir Prilipkin","Vladimir-Prilipkin-251589","Submission (Rear-Naked Choke)Gerikhan Shibilov","2","0:55",2020-12-19
"48","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"2","Said Magomed Tapaev","Said-Magomed-Tapaev-363155","Win","Aslan Tsalkosov","Aslan-Tsalkosov-309363","Decision (Unanimous)Ashot Ashugyan","3","5:00",2020-12-19
"49","ACA Young Eagles","ACA YE 15ACA Young Eagles",88133,"1","Adlan Kutaev","Adlan-Kutaev-314957","Win","Said-Khusein Akhyadov","SaidKhusein-Akhyadov-338425","Decision (Unanimous)Ashot Ashugyan","3","5:00",2020-12-19
"50","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"53","Islam Yashaev","Islam-Yashaev-161981","Win","Roman Nekrasov","Roman-Nekrasov-380133","Method Submission (Choke)","1","1:12",2020-12-19
"51","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"52","Bekbolsun Arapbaev","Bekbolsun-Arapbaev-380131","Win","Alexander Peskov","Alexander-Peskov-380132","Submission (Choke)N/A","1","2:20",2020-12-19
"52","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"51","Mukhammad Kikishev","Mukhammad-Kikishev-224029","Win","Alexey Stotskiy","Alexey-Stotskiy-380130","Submission (Choke)N/A","1","1:07",2020-12-19
"53","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"50","Muslim Annakulov","Muslim-Annakulov-377866","Win","Sergey Mateyan","Sergey-Mateyan-380129","TKON/A","1","2:50",2020-12-19
"54","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"49","Albert Nasugaev","Albert-Nasugaev-380127","Win","Sergey Anan'ko","Sergey-Ananko-380128","TKON/A","1","2:17",2020-12-19
"55","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"48","Rustambek Ibraimov","Rustambek-Ibraimov-370922","Win","Sheru Naimzoda","Sheru-Naimzoda-380126","Decision (Unanimous)N/A","3","5:00",2020-12-19
"56","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"47","Ekhromchoni Kurbonzoda","Ekhromchoni-Kurbonzoda-380124","Win","Ermek Akmatov","Ermek-Akmatov-380125","Submission (Armbar)N/A","1","3:50",2020-12-19
"57","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"46","Nurgeldi Ryskeldi","Nurgeldi-Ryskeldi-330059","Win","Argen Satymov","Argen-Satymov-380123","Submission (Choke)N/A","1","3:50",2020-12-19
"58","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"45","Alaybek Kadyr Uulu","Alaybek-Kadyr-Uulu-375852","Win","Khodzhiakbar Kamolov","Khodzhiakbar-Kamolov-380122","TKON/A","3","1:30",2020-12-19
"59","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"44","Erik Ginosyan","Erik-Ginosyan-380120","Win","Kamran Kupalov","Kamran-Kupalov-380121","KON/A","1","3:30",2020-12-19
"60","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"43","Elbek Alyshov","Elbek-Alyshov-315085","Win","Magomednur Aglarov","Magomednur-Aglarov-149261","Submission (Choke)N/A","1","0:33",2020-12-19
"61","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"42","Ramazan Gambulatov","Ramazan-Gambulatov-341287","Win","Aalambek Zhashanov","Aalambek-Zhashanov-380119","Decision (Unanimous)N/A","3","5:00",2020-12-19
"62","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"41","Nurzhigit Karaev","Nurzhigit-Karaev-275931","Win","Kheyrudin Selimov","Kheyrudin-Selimov-305445","Submission (Choke)N/A","1","4:55",2020-12-19
"63","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"40","Arsen Kurbanov","Arsen-Kurbanov-312595","Win","Shagidin Magomedbekov","Shagidin-Magomedbekov-310465","TKON/A","1","1:30",2020-12-19
"64","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"39","Abdulaziz Datsilaev","Abdulaziz-Datsilaev-380118","Win","Asadullo Turdali Uulu","Asadullo-Turdali-Uulu-375856","Submission (Triangle Choke)N/A","1","3:13",2020-12-19
"65","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"38","Aleksandr Balaur","Aleksandr-Balaur-379233","Win","Khalil Magamedov","Khalil-Magamedov-380117","Decision (Unanimous)N/A","2","5:00",2020-12-19
"66","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"37","Zhasurbek Zholdoshev","Zhasurbek-Zholdoshev-322641","Win","Oriz Mirzoev","Oriz-Mirzoev-380116","Submission (Choke)N/A","1","3:45",2020-12-19
"67","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"36","Orozmamat Rakhmanberdi Uulu","Orozmamat-Rakhmanberdi-Uulu-380115","Win","Islombek Karimov","Islombek-Karimov-375857","Decision (Unanimous)N/A","2","5:00",2020-12-19
"68","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"35","Akhajan Mamazakir Uulu","Akhajan-Mamazakir-Uulu-375862","Win","Ivan Bayakin","Ivan-Bayakin-380114","TKON/A","1","3:37",2020-12-19
"69","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"34","Eldiyar Toobaev","Eldiyar-Toobaev-316761","Win","Yakov Bukin","Yakov-Bukin-373654","Decision (Unanimous)N/A","2","5:00",2020-12-19
"70","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"33","Eradzh Mirzoev","Eradzh-Mirzoev-377445","Win","Bektur Orunbaev","Bektur-Orunbaev-269445","Decision (Unanimous)N/A","2","5:00",2020-12-19
"71","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"32","Sheru Kurbonbekov","Sheru-Kurbonbekov-375885","Win","Sirazhutdin Mamaev","Sirazhutdin-Mamaev-310457","Submission (Choke)N/A","2","3:20",2020-12-19
"72","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"31","Baysangur Susurkaev","Baysangur-Susurkaev-380001","Win","Gennadiy Khamzin","Gennadiy-Khamzin-380113","TKON/A","1","0:47",2020-12-19
"73","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"30","Zhamshed Ganiev","Zhamshed-Ganiev-313331","Win","Rustam Uulu Moydebek","Rustam-Uulu-Moydebek-380112","TKON/A","2","4:10",2020-12-19
"74","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"29","Kubanychbek Uulu Ariet","Kubanychbek-Uulu-Ariet-379199","Win","Magomed Dzhanmirzaev","Magomed-Dzhanmirzaev-380111","Submission (Choke)N/A","1","0:40",2020-12-19
"75","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"28","Ilyaz Uulu Omurbek","Ilyaz-Uulu-Omurbek-380109","Win","Muniz Mazarshoev","Muniz-Mazarshoev-380110","KON/A","1","2:00",2020-12-19
"76","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"27","Askar Kurbanov","Askar-Kurbanov-380108","Win","Anvar Magomaev","Anvar-Magomaev-379227","Submission (Choke)N/A","2","1:15",2020-12-19
"77","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"26","Aybek Dzhoomartov","Aybek-Dzhoomartov-380106","Win","Dmitriy Sapogov","Dmitriy-Sapogov-380107","TKON/A","1","3:17",2020-12-19
"78","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"25","Gasan Sheikhov","Gasan-Sheikhov-312591","Win","Salimjon Abdulaev","Salimjon-Abdulaev-379244","Submission (Choke)N/A","1","1:07",2020-12-19
"79","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"24","Magomed Kadiev","Magomed-Kadiev-236673","Win","Azizbek Dzhuraev","Azizbek-Dzhuraev-380105","Submission (Choke)N/A","1","1:07",2020-12-19
"80","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"23","Kurmanbek Absamatov","Kurmanbek-Absamatov-380103","Win","Khikmiddini Makhadbekzoda","Khikmiddini-Makhadbekzoda-380104","Submission (Choke)N/A","2","1:50",2020-12-19
"81","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"22","Mukhammad Pliev","Mukhammad-Pliev-362671","Win","Yusuf Zaripov","Yusuf-Zaripov-380102","Submission (Choke)N/A","1","0:55",2020-12-19
"82","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"21","Islam Yashaev","Islam-Yashaev-161981","Win","Mark Andronov","Mark-Andronov-380101","TKON/A","1","3:27",2020-12-19
"83","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"20","Intizor Bukhorov","Intizor-Bukhorov-362675","Win","Nariman Nodzhidov","Nariman-Nodzhidov-380100","KON/A","1","0:12",2020-12-19
"84","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"19","Saygid Zirakov","Saygid-Zirakov-270169","Win","Dilkhushbek Abdusattarov","Dilkhushbek-Abdusattarov-280101","Submission (Choke)N/A","2","1:15",2020-12-19
"85","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"18","Shamil Magomedov","Shamil-Magomedov-377205","Win","Israil Belkoev","Israil-Belkoev-380099","TKON/A","1","3:25",2020-12-19
"86","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"17","Fariddun Kholikov","Fariddun-Kholikov-375882","Win","Shorif Khursanov","Shorif-Khursanov-375848","DisqualificationN/A","2","1:40",2020-12-19
"87","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"16","Gurman Muzaev","Gurman-Muzaev-358059","Win","Ilya Ermakov","Ilya-Ermakov-380098","Submission (Choke)N/A","1","1:10",2020-12-19
"88","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"15","Fariz Lalbekov","Fariz-Lalbekov-375861","Win","Vadim Israfilov","Vadim-Israfilov-379224","Submission (Choke)N/A","2","1:30",2020-12-19
"89","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"14","Mak-Magomed Dzhabrailov","MakMagomed-Dzhabrailov-380096","Win","Dmitriy Stepanenko","Dmitriy-Stepanenko-380097","KON/A","1","0:30",2020-12-19
"90","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"13","Ertabyldy Kimanov","Ertabyldy-Kimanov-369470","Win","Mustafo Abdurakhmonov","Mustafo-Abdurakhmonov-380095","KON/A","1","3:25",2020-12-19
"91","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"12","Mahamadgani Nematjonov","Mahamadgani-Nematjonov-377454","Win","Orozbek Turatov","Orozbek-Turatov-380094","TKON/A","1","2:50",2020-12-19
"92","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"11","Akmatbek Paizilabek Uulu","Akmatbek-Paizilabek-Uulu-374922","Win","Alan Yanovskiy","Alan-Yanovskiy-380093","TKON/A","2","0:50",2020-12-19
"93","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"10","Dilafruz Nadzhibov","Dilafruz-Nadzhibov-379753","Win","Zafarjon Sultonov","Zafarjon-Sultonov-375213","TKON/A","1","4:35",2020-12-19
"94","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"9","Nurlan Uulu Oblasan","Nurlan-Uulu-Oblasan-380091","Win","Bakhtiyor Buriev","Bakhtiyor-Buriev-380092","KON/A","1","0:40",2020-12-19
"95","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"8","Zelimkhan Alikperov","Zelimkhan-Alikperov-380089","Win","Mikola Balyuk","Mikola-Balyuk-380090","TKON/A","1","0:25",2020-12-19
"96","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"7","Salamu Magamadov","Salamu-Magamadov-352171","Win","Faromuz Sanakbarov","Faromuz-Sanakbarov-350221","Submission (Choke)N/A","1","1:27",2020-12-19
"97","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"6","Arslan Muradbekov","Arslan-Muradbekov-380087","Win","Bayastan Abdashimov","Bayastan-Abdashimov-380088","Submission (Choke)N/A","2","4:10",2020-12-19
"98","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"5","Mirislam Begmatov","Mirislam-Begmatov-380085","Win","Navruzbek Urokov","Navruzbek-Urokov-380086","KON/A","1","4:46",2020-12-19
"99","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"4","Emibek Dzhumabaev","Emibek-Dzhumabaev-380084","Win","Lochinbek Ganiev","Lochinbek-Ganiev-329451","KON/A","2","0:10",2020-12-19
"100","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"3","Khasan Gulomov","Khasan-Gulomov-380082","Win","Mirbek Atillov","Mirbek-Atillov-380083","DisqualificationN/A","1","4:00",2020-12-19
"101","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"2","Magomedrasul Muslimov","Magomedrasul-Muslimov-380080","Win","Sayriddin Umarov","Sayriddin-Umarov-380081","TKON/A","1","3:25",2020-12-19
"102","Colosseum MMA (Russia)","Colosseum MMABattle of Champions 17",88208,"1","Almanbet Zhusupov","Almanbet-Zhusupov-380078","Win","Ramazan Radzhabov","Ramazan-Radzhabov-380079","Decision (Unanimous)N/A","2","5:00",2020-12-19
"103","Sech Pro","MMA Series 23Time of New Heroes 13",88209,"10","Khabibullo Azizov","Khabibullo-Azizov-346141","Win","Artem Semenov","Artem-Semenov-371166","Method Decision (Unanimous)","3","5:00",2020-12-19
"104","Sech Pro","MMA Series 23Time of New Heroes 13",88209,"9","Andrey Shilimov","Andrey-Shilimov-259429","Win","Nurzhanov Rustambek","Nurzhanov-Rustambek-353213","Decision (Unanimous)N/A","3","5:00",2020-12-19
"105","Sech Pro","MMA Series 23Time of New Heroes 13",88209,"8","Nikolay Goncharov","Nikolay-Goncharov-255317","Win","Jakshylyk Temirbek","Jakshylyk-Temirbek-316787","TKO (Punches)N/A","1","3:47",2020-12-19
"106","Sech Pro","MMA Series 23Time of New Heroes 13",88209,"7","Ilya Bochkov","Ilya-Bochkov-210773","Win","Tokhir Usmanov","Tokhir-Usmanov-316569","TKO N/A","1","2:45",2020-12-19
"107","Sech Pro","MMA Series 23Time of New Heroes 13",88209,"6","Anna Remneva","Anna-Remneva-373920","Win","Anastasiya Frolova","Anastasiya-Frolova-348117","Submission N/A","1","3:02",2020-12-19
"108","Sech Pro","MMA Series 23Time of New Heroes 13",88209,"5","Mark Vologdin","Mark-Vologdin-309575","Win","Samat Faizuldaev","Samat-Faizuldaev-309297","TKO N/A","1","2:48",2020-12-19
"109","Sech Pro","MMA Series 23Time of New Heroes 13",88209,"4","Vladimir Yurusov","Vladimir-Yurusov-377302","Win","Alexey Golubovsky","Alexey-Golubovsky-268451","Submission N/A","1","3:10",2020-12-19
"110","Sech Pro","MMA Series 23Time of New Heroes 13",88209,"3","Artem Filatov","Artem-Filatov-373918","Win","Semetey Uulu Bakhtiyar","Semetey-Uulu-Bakhtiyar-360659","TKO N/A","1","2:07",2020-12-19
"111","Sech Pro","MMA Series 23Time of New Heroes 13",88209,"2","Aleksandr Mitkin","Aleksandr-Mitkin-372782","Win","Elaman Bekmamat Uulu","Elaman-Bekmamat-Uulu-342953","Submission N/A","2","1:40",2020-12-19
"112","Sech Pro","MMA Series 23Time of New Heroes 13",88209,"1","Marid Magomedgadzhiev","Marid-Magomedgadzhiev-379468","Win","Makhmud Rakhmanov","Makhmud-Rakhmanov-322969","Submission N/A","1","0:19",2020-12-19
"113","Russian Cagefighting Championship","Russian Cagefighting ChampionshipRCC 8",88240,"10","Yasubey Enomoto","Yasubey-Enomoto-32140","Win","Sergey Martynov","Sergey-Martynov-154295","Method Decision (Unanimous)","3","5:00",2020-12-19
