"","Match","Fighter","Result","Opponent","Method","Round","Time","Date"
"6968","9","Thomas Kjeldgaard","Win","Johnni Butler","N/AN/A","1","0:55",2001-11-03
"6969","8","Anders Dahl","Win","Peter Borchert","TKO (Strikes)N/A","2","2:44",2001-11-03
"6970","7","Tim Bartling","Win","Thomas Kjeldgaard","Submission (Heel Hook)N/A","1","2:22",2001-11-03
"6971","6","Mikkel Guldbaek","Win","Johnni Butler","Submission (Triangle Choke)N/A","1","0:56",2001-11-03
"6972","5","Karim Sorensen","Win","Peter Borchert","Submission (Armbar)N/A","1","4:53",2001-11-03
"6973","4","Kim Hovgaard","Win","Anders Dahl","Submission (Armbar)N/A","1","0:29",2001-11-03
"6974","3","Karim Sorensen","Win","Mads Nielsen","Submission (Kneebar)N/A","1","1:28",2001-11-03
"6975","2","Peter Borchert","Win","Henrik Kristensen","TKO (Strikes)N/A","2","2:10",2001-11-03
"6976","1","Anders Dahl","Win","Nicolaj Rhod","DecisionN/A","3","5:00",2001-11-03
"6977","7","Tatsuya Kawajiri","Win","Takeshi Yamazaki","Method Decision (Unanimous)","2","5:00",2002-04-21
"6978","6","Masato Shiozawa","Win","Akira Kibe","Decision (Unanimous)N/A","2","5:00",2002-04-21
"6979","5","Hideki Kadowaki","Win","Naoya Miyamoto","Submission (Rear-Naked Choke)N/A","1","2:12",2002-04-21
"6980","4","Tsutomu Shiiki","Win","Naosuke Mizoguchi","KO (Punch)N/A","2","0:53",2002-04-21
"6981","3","Jin Kazeta","Win","Masanori Sugatani","KO (Knee to the Body)N/A","1","1:11",2002-04-21
"6982","2","Shinichi Hanawa","Win","Katsuhisa Akasaki","DQ (Knee to the Head on the Ground)N/A","1","4:00",2002-04-21
"6983","1","Hiroki Kita","Win","Manabu Kano","Decision (Unanimous)N/A","2","5:00",2002-04-21
"6984","8","Joe Moreira","Win","Joe Son","Method Submission (Terror)","1","N/A",2002-04-12
"6985","7","Savant Young","Win","Unknown Fighter","DecisionN/A","2","5:00",2002-04-12
"6986","6","Jason Miller","Win","Toby Imada","DecisionN/A","2","5:00",2002-04-12
"6987","5","Mike Dixon","Win","Charles Trembley","Submission (Armbar)N/A","1","N/A",2002-04-12
"6988","4","Heath Sims","Win","Steve Bruno","DecisionN/A","2","5:00",2002-04-12
"6989","3","Randy Bowers","Win","Mike Ancheta","DecisionN/A","2","5:00",2002-04-12
"6990","2","Justin Harris","Win","Justin Frantzen","TKO (Punches)N/A","2","1:58",2002-04-12
"6991","1","Jimmy Terrel","Win","Mitch Meyer","TKO (Punches)N/A","1","1:47",2002-04-12
"6992","16","Chris Brennan","Win","Thomas Denny","Method Submission (Armbar)","1","3:12",2002-04-20
"6993","15","Remco Pardoe","Win","Roger Godin","No ContestN/A","1","0:17",2002-04-20
"6994","14","David Gardner","Win","Juliano Prado","DecisionN/A","3","5:00",2002-04-20
"6995","13","Art Santore","Win","Steve Grode","TKON/A","2","2:10",2002-04-20
"6996","12","Romie Aram","Win","Steve Schelburn","TKON/A","1","0:16",2002-04-20
"6997","11","Adrian Wild","Win","Mike Cardova","KON/A","1","2:00",2002-04-20
"6998","10","Wade Shipp","Win","Mike Bourke","SubmissionN/A","1","3:01",2002-04-20
"6999","9","Jamal Perkins","Win","Cipi Gamino","DecisionLarry Landless","2","5:00",2002-04-20
"7000","8","Justin Masely","Win","Chad Washburn","Submission (Kneebar)N/A","2","3:49",2002-04-20
"7001","7","Dale Breese","Win","Cory Cass","TKON/A","1","2:12",2002-04-20
"7002","6","Louie Vaith","Win","Alex Rendon","Submission (Triangle Choke)N/A","1","3:25",2002-04-20
"7003","5","Josh Drake","Win","Jim Kikuchi","TKON/A","2","3:50",2002-04-20
"7004","4","David Avilla","Win","Jonny Burrows","Submission (Armbar)N/A","1","1:50",2002-04-20
"7005","3","Dave Rivas","Win","Patrick Nguyen","Submission (Rear-Naked Choke)N/A","1","3:15",2002-04-20
"7006","2","Jesus Morales","Win","Elton Klatt","Submission (Rear-Naked Choke)N/A","1","0:00",2002-04-20
"7007","1","Wes Combs","Win","Keith Richardson","DecisionN/A","2","5:00",2002-04-20
"7008","9","Max Marin","Win","Frank Colcher","Method Submission (Fatigue)","0","N/A",2001-11-24
"7009","8","Alex Schoenauer","Win","Jason Fairn","SubmissionN/A","0","N/A",2001-11-24
"7010","7","Jason MacDonald","Win","Bill Mahood","Technical Submission (Guillotine Choke)N/A","3","1:17",2001-11-24
"7011","6","Quenton Pongracz","Win","Jason St. Louis","Submission (Triangle Choke)N/A","1","1:49",2001-11-24
"7012","5","Trevor Michaelis","Win","Mathias Hughes","Submission (Rear-Naked Choke)N/A","0","N/A",2001-11-24
"7013","4","Jason Townes","Win","Jesse Richardson","Submission (Keylock)N/A","0","N/A",2001-11-24
"7014","3","Cody Gretzan","Win","Greg Setter","SubmissionN/A","0","N/A",2001-11-24
"7015","2","Mike Povajnuk","Win","Jerry Castro","SubmissionN/A","0","N/A",2001-11-24
"7016","1","Bob Shabaga","Win","Shane Boon","DisqualificationN/A","0","N/A",2001-11-24
"7017","10","Brian Stromberg","Win","Shane Biever","Method Submission (Armbar)","1","1:36",2002-03-03
"7018","9","Dennis Hallman","Win","Mathias Hughes","Submission (Rear-Naked Choke)N/A","1","1:05",2002-03-03
"7019","8","Benji Radach","Win","Shannon Ritch","TKO (Punches)N/A","1","1:18",2002-03-03
"7020","7","Jake Hattan","Win","Max Marin","KO (Slam)N/A","1","1:23",2002-03-03
"7021","6","Jason MacDonald","Win","Chris Peak","Submission (Keylock)N/A","1","1:54",2002-03-03
"7022","5","Frank Colcher","Win","Andy Social","KO (Punches)N/A","1","0:53",2002-03-03
"7023","4","Kevin Dola","Win","Bill Maho","No Contest (Dolan Kneed in the Groin)N/A","1","N/A",2002-03-03
"7024","3","Mike Jorgensen","Win","Jamie Leonard","Submission (Rear-Naked Choke)N/A","1","N/A",2002-03-03
"7025","2","Victor Valimaki","Win","Johnny Gooch","Submission (Rear-Naked Choke)N/A","1","N/A",2002-03-03
"7026","1","Brad Blackburn","Win","Quenton Pongracz","TKO (Corner Stoppage)N/A","2","N/A",2002-03-03
"7027","7","Wesley Correira","Win","Kevin Jordan","Method TKO (Punches)","1","4:28",2002-04-26
"7028","6","Ron Faircloth","Win","Gabe Beauperthuy","Submission (Keylock)Steve English","2","0:22",2002-04-26
"7029","5","Ben Rothwell","Win","Curtis Crawford","Submission (Forearm Choke)Steve English","1","1:03",2002-04-26
"7030","4","Brian Stromberg","Win","Gabe Beauperthuy","Submission (Triangle Choke)Steve English","1","1:43",2002-04-26
"7031","3","Jason Lambert","Win","Ron Faircloth","Decision (Unanimous)Steve English","2","5:00",2002-04-26
"7032","2","Boyd Ballard","Win","Kekumu Cambra","Decision (Unanimous)Steve English","2","5:00",2002-04-26
"7033","1","Tim Sylvia","Win","Mike Whitehead","TKO (Punches)Steve English","1","3:46",2002-04-26
"7034","14","Sam Wells","Win","Jerry Hackney","Method Submission (Triangle Choke)","2","2:14",2002-01-13
"7035","13","Jason Scouten","Win","Dave Dillon","DecisionN/A","2","6:00",2002-01-13
"7036","12","Dan Swift","Win","John Vitta","TKO (Punches)N/A","1","2:53",2002-01-13
"7037","11","Forrest Petz","Win","Chad Roarke","TKO (Punches)N/A","1","1:44",2002-01-13
"7038","10","Dave Morris","Win","David Bailey","Submission (Choke)N/A","1","0:15",2002-01-13
"7039","9","Joe Negil","Win","Eric Phelps","TKO (Punches)N/A","1","3:41",2002-01-13
"7040","8","Steve Neal","Win","Jay Luce","Submission (Guillotine Choke)N/A","1","3:18",2002-01-13
"7041","7","Kurt Illeman","Win","James Maloney","TKO (Punches)N/A","1","0:56",2002-01-13
"7042","6","Chris Melvin","Win","Craig Williamson","Submission (Choke)N/A","1","3:15",2002-01-13
"7043","5","Chris Melvin","Win","Leif Stenberg","Submission (Choke)N/A","1","0:35",2002-01-13
"7044","4","Jody Poff","Win","Adam Rivera","DQN/A","0","N/A",2002-01-13
"7045","3","Adam Rivera","Win","Chad Hickey","KO (Punch)N/A","1","0:04",2002-01-13
"7046","2","Jody Poff","Win","Chris Herring","TKO (Punches)N/A","1","1:20",2002-01-13
"7047","1","Jody Poff","Win","Jonathan Spears","Submission (Choke)N/A","1","0:38",2002-01-13
"7048","7","Wanderlei Silva","Win","Mirko Filipovic","Method Draw","5","3:00",2002-04-28
"7049","6","Sanae Kikuta","Win","Alexander Otsuka","Decision (Unanimous)N/A","3","5:00",2002-04-28
"7050","5","Murilo Rua","Win","Mario Sperry","Decision (Unanimous)N/A","3","5:00",2002-04-28
"7051","4","Ricardo Arona","Win","Dan Henderson","Decision (Split)N/A","3","5:00",2002-04-28
"7052","3","Antonio Rogerio Nogueira","Win","Yusuke Imamura","Technical Submission (Guillotine Choke)N/A","1","0:35",2002-04-28
"7053","2","Quinton Jackson","Win","Masaaki Satake","TKO (Slam)N/A","1","7:07",2002-04-28
"7054","1","Bob Sapp","Win","Yoshihisa Yamamoto","TKO (Punches)N/A","1","2:44",2002-04-28
"7055","8","Jason Dacquel","Win","Jay R. Palmer","Method KO (Punch)","1","1:18",2000-12-30
"7056","7","Alex Nacfur","Win","David Santiago","Submission (Armbar)N/A","1","3:25",2000-12-30
"7057","6","Paul Savea","Win","Kyle Kekauoha","TKO (Punches)N/A","1","0:22",2000-12-30
"7058","5","Mike Malone","Win","Greg McMerran","TKO (Punches)N/A","1","1:30",2000-12-30
"7059","4","Eddie Yagin","Win","Kalvin Thiravong","TKO (Punches)N/A","2","4:35",2000-12-30
"7060","3","Nate Ahloo","Win","Kolo Tu","DQ (Illegal Knee)N/A","1","2:00",2000-12-30
"7061","2","Russell Medeiros","Win","Kawika Velles","TKO (Retirement)N/A","1","5:00",2000-12-30
"7062","1","Shane Cabillas","Win","Kai Lego","Submission (Kneebar)N/A","1","0:43",2000-12-30
"7063","8","Tim Sylvia","Win","Mike Whitehead","Method TKO (Knee and Punches)","1","2:38",2002-04-27
"7064","7","Eddie Yagin","Win","Charlie Pearson","Submission (Guillotine Choke)Steve English","1","4:01",2002-04-27
"7065","6","Mike Whitehead","Win","Ben Rothwell","Decision (Unanimous)N/A","2","5:00",2002-04-27
"7066","5","Tim Sylvia","Win","Jason Lambert","TKO (Doctor Stoppage)Steve English","2","4:13",2002-04-27
"7067","4","Wesley Correira","Win","Travis Wiuff","TKO (Submission to Knees)Steve English","3","1:40",2002-04-27
"7068","3","Ben Rothwell","Win","Kerry Schall","TKO (Neck Injury)N/A","2","2:10",2002-04-27
"7069","2","Jason Lambert","Win","Brian Stromberg","Submission (Forearm Choke)Steve English","2","4:59",2002-04-27
"7070","1","Tim Sylvia","Win","Boyd Ballard","KO (Knee)Steve English","1","3:21",2002-04-27
"7071","6","Ronald Jhun","Win","J.T. Taylor","Method TKO (Knees)","2","0:33",2001-03-01
"7072","5","Russell Medeiros","Win","Joel Townsend","TKO (Punches)N/A","2","3:09",2001-03-01
"7073","4","Dennis Asche","Win","Nate Ahloo","TKO (Knee Injury)N/A","1","N/A",2001-03-01
"7074","3","Eric Dahlberg","Win","Kolo Koka","Submission (Armbar)N/A","1","4:35",2001-03-01
"7075","2","Mark Ashton","Win","Troy Tamashiro","Submission (Armbar)N/A","2","2:44",2001-03-01
"7076","1","Shane Cabillas","Win","Alex Wong","Submission (Rear-Naked Choke)N/A","1","0:59",2001-03-01
"7077","9","Jim Theobald","Win","Jay Massey","Method Submission (Rear-Naked Choke)","1","N/A",2002-04-13
"7078","8","Jay Massey","Win","Brian Ebersole","Submission (Rear-Naked Choke)N/A","1","N/A",2002-04-13
"7079","7","Jim Theobald","Win","Rob Smith","Submission (Triangle Choke)N/A","1","N/A",2002-04-13
"7080","6","Adrian Serrano","Win","Jason Veach","Submission (Keylock)N/A","1","N/A",2002-04-13
"7081","5","Hercules Mitchell","Win","Tito Stout","TKO (Punches)N/A","1","N/A",2002-04-13
"7082","4","Jason Chambers","Win","Justin Hynes","Submission (Guillotine Choke)N/A","1","N/A",2002-04-13
"7083","3","Miguel Torres","Win","Brian Szohr","Submission (Triangle Choke)N/A","1","3:36",2002-04-13
"7084","2","Brian Szohr","Win","Bart Palaszewski","DecisionN/A","1","15:00",2002-04-13
"7085","1","Miguel Torres","Win","Craig Williamson","Submission (Triangle Choke)N/A","1","2:45",2002-04-13
"7086","5","Akira Shoji","Win","Manabu Ohara","Method Draw","1","20:00",1996-11-30
"7087","4","Taro Obata","Draw","Ichiei Abe","DrawN/A","1","20:00",1996-11-30
"7088","3","Yasuaki Hiramatsu","Draw","Hiroshi Oyaizu","DrawN/A","1","20:00",1996-11-30
"7089","2","Shuichi Uruno","Draw","Makoto Hojo","DrawN/A","1","20:00",1996-11-30
"7090","1","Kenichi Ogawa","Draw","Ken Ozawa","DrawN/A","1","20:00",1996-11-30
"7091","12","Santino Defranco","Win","Del Hawkins","Method Decision (Unanimous)","3","3:00",2002-05-03
"7092","11","Homer Moore","Win","Vince Lucero","TKO (Submission to Punches)N/A","3","1:09",2002-05-03
"7093","10","Joe Riggs","Win","Andy Montana","TKO (Submission to Punches)N/A","1","1:24",2002-05-03
"7094","9","Justin Lyon","Win","Marty Salamon","TKO (Submission to Punches)N/A","1","2:27",2002-05-03
"7095","8","Steve Sayegh","Win","Jed Hunt","Submission (Keylock)N/A","1","0:48",2002-05-03
"7096","7","Drew Fickett","Win","John Lansing","Submission (Armbar)N/A","2","2:34",2002-05-03
"7097","6","Adam Durant","Win","Brad Pole","Submission (Choke)N/A","2","2:53",2002-05-03
"7098","5","Casey Balkenbush","Win","Duane Farrell","Submission (Choke)N/A","1","2:07",2002-05-03
"7099","4","Edwin Dewees","Win","Joe Grant","TKO (Submission to Punches)N/A","1","1:16",2002-05-03
"7100","3","Rich Moss","Win","Jason Welch","Decision (Unanimous)N/A","3","3:00",2002-05-03
"7101","2","Forest Tllutos","Win","Heath Perry","Submission (Choke)N/A","1","1:43",2002-05-03
"7102","1","Gabriel Casillas","Win","RJ Gamez","Submission (Choke)N/A","1","0:55",2002-05-03
"7103","6","Yoshinori Nishi","Win","Max Raikedal","Method Submission (Armbar)","3","1:11",1997-05-28
"7104","5","Akira Shoji","Win","Vidal Serradilla","TKO (Submission to Punches)N/A","1","2:16",1997-05-28
"7105","4","Roy van de Wal","Win","Kenichi Ogawa","Submission (Smother)N/A","2","0:49",1997-05-28
"7106","3","Jerry Kalia","Win","Toshinobu Komeya","TKO (Punches)N/A","1","4:24",1997-05-28
"7107","2","Martijn de Jong","Win","Taro Obata","Submission (Armbar)N/A","1","2:27",1997-05-28
"7108","1","Caol Uno","Win","Patrick Tapels","Submission (Rear-Naked Choke)N/A","1","2:20",1997-05-28
"7109","7","Stephen Palling","Win","Norifumi Yamamoto","Method TKO (Cut)","1","0:30",2002-05-05
"7110","6","Jin Akimoto","Win","Alfonso Alcarez","Submission (Kneebar)N/A","1","0:22",2002-05-05
"7111","5","Dave Strasser","Win","Takuya Wada","Decision (Split)N/A","3","5:00",2002-05-05
"7112","4","Takaharu Murahama","Win","Kotetsu Boku","Submission (Kneebar)N/A","2","3:17",2002-05-05
"7113","3","Kenichiro Togashi","Win","Masakazu Kuramochi","Submission (Armbar)N/A","1","4:31",2002-05-05
"7114","2","Yoichi Fukumoto","Win","Shinobu Ito","Decision (Unanimous)N/A","2","5:00",2002-05-05
"7115","1","Yasuhiro Urushitani","Win","Yasuhiro Akagi","Technical Submission (Triangle/Kimura)N/A","2","1:57",2002-05-05
"7116","2","Aaron Riley","Win","Rob Tallack","Method TKO (Punches)","1","2:52",1999-07-11
"7117","1","Shigeru Okada","Win","Tim Jones","Submission (Choke)N/A","1","3:07",1999-07-11
"7118","13","Branden Lee Hinkle","Win","Travis Fulton","Method TKO (Injury)","1","12:38",1999-12-11
"7119","12","Roman Roytberg","Win","George Allen","Submission (Armbar)N/A","1","1:00",1999-12-11
"7120","11","Tedd Williams","Win","Bull Shaw","DecisionN/A","1","20:00",1999-12-11
"7121","10","Paul Creighton","Win","Thomas Denny","Submission (Armbar)N/A","1","1:10",1999-12-11
"7122","9","Antonio McKee","Win","Paul Gardner","Submission (Keylock)N/A","1","14:00",1999-12-11
"7123","8","John Wehbey","Win","Sukil Yom","Submission (Choke)N/A","1","3:30",1999-12-11
"7124","7","Kelly Williams","Win","Mike Kennedy","Submission (Rear-Naked Choke)N/A","1","0:30",1999-12-11
"7125","6","Pat Assalone","Win","Mike Schwartz","SubmissionN/A","1","2:18",1999-12-11
"7126","5","Curtis McWatters","Win","John Hosegood","TKO (Retirement)N/A","1","15:00",1999-12-11
"7127","4","Justin Hall","Win","Roy Benke","SubmissionN/A","1","5:30",1999-12-11
"7128","3","Chad Lebrun","Win","Kevin Leemon","TKO (Submission to Punches)N/A","1","1:26",1999-12-11
"7129","2","Adam Dubose","Win","Robert Ard","TKO (Submission to Punches)N/A","1","4:48",1999-12-11
"7130","1","Ben Morrell","Win","Jeremy Brick","DecisionN/A","1","20:00",1999-12-11
"7131","8","Jake Ambrose","Win","TJ Schultz","Method Submission","0","0:00",2000-02-19
"7132","7","Rob Smith","Win","David Jones","SubmissionN/A","0","0:00",2000-02-19
"7133","6","Brian Gassaway","Win","Henry Matamoros","TKON/A","0","0:00",2000-02-19
"7134","5","Roberto Ramirez","Win","Pat Pytko","DecisionN/A","0","0:00",2000-02-19
"7135","4","Jim Theobald","Win","Roberto Ramirez","Submission (Triangle Choke)N/A","0","0:00",2000-02-19
"7136","3","Jim Theobald","Win","Adrian Serrano","DecisionN/A","0","0:00",2000-02-19
"7137","2","Brian Gassaway","Win","Dan Griffen","SubmissionN/A","0","0:00",2000-02-19
"7138","1","Henry Matamoros","Win","Erick Snyder","N/AN/A","0","0:00",2000-02-19
"7139","2","Kyuhei Ueno","Win","Naoki Mori","Method Decision (Unanimous)","2","3:00",1996-02-17
"7140","1","Akihiro Gono","Win","Tatsuharu Doi","Decision (Majority)N/A","2","3:00",1996-02-17
"7141","3","J.J. Wilson","Win","Jack Nilson","Method Submission","3","0:00",2000-02-12
"7142","2","Roger Waters","Win","Scott Usry","TKO (Submission to Strikes)N/A","1","0:00",2000-02-12
"7143","1","George Allen","Win","Charlie Wispert","KON/A","2","0:58",2000-02-12
"7144","4","Justin McCully","Win","Kenji Akiyama","Method Draw","5","3:00",1997-03-11
"7145","3","Naoki Mori","Win","Kyuhei Ueno","Decision (Unanimous)N/A","5","3:00",1997-03-11
"7146","2","Akihiro Gono","Win","Tsunemichi Nagano","Decision (Unanimous)N/A","5","3:00",1997-03-11
"7147","1","Susumu Yamasaki","Win","Jutaro Nakao","Decision (Majority)N/A","3","3:00",1997-03-11
"7148","8","Jason Godsey","Win","Jeremiah Miller","Method Submission (Choke)","1","N/A",1999-05-28
"7149","7","Toby Imada","Win","Thiago de Fritas","Submission (Heel Hook)N/A","1","N/A",1999-05-28
"7150","6","Ahmad Ahmad","Win","Travis Fulton","Submission (Heel Hook)N/A","1","N/A",1999-05-28
"7151","5","Jason Godsey","Win","Bobby Southworth","Submission (Choke)N/A","1","N/A",1999-05-28
"7152","4","Jeremiah Miller","Win","Travis Fulton","Decision (Unanimous)N/A","1","10:00",1999-05-28
"7153","3","Thiago de Fritas","Win","Darrell Gholar","DecisionN/A","1","10:00",1999-05-28
"7154","2","Shannon Ritch","Win","Henry Cho","Submission (Choke)N/A","1","N/A",1999-05-28
"7155","1","Louie Cercedez","Win","John Kosowalla","Submission (Choke)N/A","1","N/A",1999-05-28
"7156","3","J.J. Wilson","Win","Jack Nilson","Method TKO","1","4:45",2000-05-06
"7157","2","Jason Wascom","Win","Gabe Huerta","Submission (Rear-Naked Choke)N/A","2","0:00",2000-05-06
"7158","1","Mike Farrow","Win","Sam Smith","Submission (Neck Crank)N/A","1","3:01",2000-05-06
"7159","6","Michele Verginelli","Win","Giuliano Pierini","Method Submission (Rear-Naked Choke)","1","1:40",1999-04-10
"7160","5","Adrian Lupu","Win","Christian Pietrobelli","TKO (Punches)N/A","1","1:42",1999-04-10
"7161","4","Giuliano Pierini","Win","Maurice Corty","TKO (Cut)N/A","1","2:45",1999-04-10
"7162","3","Michele Verginelli","Win","Rodney Glunder","Submission (Rear-Naked Choke)N/A","1","11:29",1999-04-10
"7163","2","Christian Pietrobelli","Win","Gerrard Coville","N/AN/A","0","0:00",1999-04-10
"7164","1","Adrian Lupu","Win","Andrea Caponi","DisqualificationN/A","1","4:10",1999-04-10
"7165","15","Alistair Overeem","Win","Sergey Kaznovsky","Method Submission (Armbar)","1","3:37",2002-04-26
"7166","14","Luiz Firmino","Win","Sergei Bytchkov","TKO (Punches)N/A","2","2:38",2002-04-26
"7167","13","Ibragim Magomedov","Win","Marcio Jeova","Submission (Rear-Naked Choke)N/A","1","2:48",2002-04-26
"7168","12","Roman Zentsov","Win","Rafael Comes","TKO (Punches)N/A","1","3:27",2002-04-26
"7169","11","Martin Malkhasyan","Win","Rodney Glunder","Submission (Kneebar)N/A","1","3:34",2002-04-26
"7170","10","Arman Gambaryan","Win","Marcelo Vieira","Submission (Rear-Naked Choke)N/A","1","5:30",2002-04-26
"7171","9","Alexandr Garkushenko","Draw","Daniel Tabera","DrawN/A","2","5:00",2002-04-26
"7172","8","Mikko Rupponen","Win","Sergei Yankovski","DQN/A","1","4:07",2002-04-26
"7173","7","Alexei Veselovzorov","Win","Umer Sara","Submission (Rear-Naked Choke)N/A","1","2:38",2002-04-26
"7174","6","Eugeney Lyamin","Win","Julian Gonzales","KO (Head Kick)N/A","1","0:07",2002-04-26
"7175","5","Magomed Dzhabrailov","Win","Dave Dalgliesh","Submission (Rear-Naked Choke)N/A","1","9:53",2002-04-26
"7176","4","Milton Vieira","Win","Islam Karimov","Submission (Rear-Naked Choke)N/A","1","8:08",2002-04-26
"7177","3","Musail Alaudinov","Win","Ronny Rivano","Submission (Rear-Naked Choke)N/A","1","0:58",2002-04-26
"7178","2","Bashir Guliev","Win","Anton Arkhipkin","TKO (Punches)N/A","1","1:28",2002-04-26
"7179","1","Mikhail Bogdanov","Win","Sergei Nikitin","TKO (Punches)N/A","1","0:13",2002-04-26
"7180","8","Murilo Bustamante","Win","Matt Lindland","Method Submission (Guillotine Choke)","3","1:33",2002-05-10
"7181","7","Ricco Rodriguez","Win","Tsuyoshi Kosaka","TKO (Punches)N/A","2","3:25",2002-05-10
"7182","6","B.J. Penn","Win","Paul Creighton","TKO (Punches)N/A","2","3:23",2002-05-10
"7183","5","Phil Baroni","Win","Amar Suloev","TKO (Punches)N/A","1","2:55",2002-05-10
"7184","4","Caol Uno","Win","Yves Edwards","Decision (Unanimous)N/A","3","5:00",2002-05-10
"7185","3","Ivan Salaverry","Win","Andrei Semenov","TKO (Punches)N/A","3","2:27",2002-05-10
"7186","2","Benji Radac","Win","Steve Berg","No Contest (Overturned by State Commission)N/A","1","0:27",2002-05-10
"7187","1","Robbie Lawler","Win","Aaron Riley","Decision (Unanimous)N/A","3","5:00",2002-05-10
"7188","8","Heath Herring","Win","Phil Deason","Method Submission (Keylock)","1","0:13",1999-04-17
"7189","7","Heath Herring","Win","Nik Bickle","TKO (Submission to Punches)N/A","1","0:32",1999-04-17
"7190","6","Lance Trippelt","Win","Issac Harris","KO (Punches)N/A","1","1:51",1999-04-17
"7191","5","Joey Villasenor","Win","Shane Schartzer","TKO (Submission to Punches)N/A","1","1:12",1999-04-17
"7192","4","Floyd Sword","Win","Adrian Velez","Submission (Rear-Naked Choke)N/A","1","1:18",1999-04-17
"7193","3","Andy Mockler","Win","Richard Hess","Submission (Guillotine Choke)N/A","2","4:52",1999-04-17
"7194","2","Nate Marquardt","Win","Mike Lee","Submission (Rear-Naked Choke)N/A","2","2:13",1999-04-17
"7195","1","Don Martinez","Win","Issac Harris","Submission (Rear-Naked Choke)N/A","1","0:50",1999-04-17
"7196","6","Floyd Sword","Win","Butch Brown","Method TKO (Submission to Strikes)","1","2:07",1999-10-09
"7197","5","John Cronk","Win","Terry Berton","Submission (Keylock)N/A","1","1:02",1999-10-09
"7198","4","Floyd Sword","Win","John Grader","Submission (Keylock)N/A","1","5:03",1999-10-09
"7199","3","Butch Brown","Win","Chad Neal","SubmissionN/A","1","3:04",1999-10-09
"7200","2","Adam Ryan","Win","Joey Villasenor","TKON/A","2","5:00",1999-10-09
"7201","1","John Cronk","Win","Adam Johnson","KON/A","1","2:54",1999-10-09
"7202","5","Blake Fredrickson","Win","Charlie Fortec","Method Submission (Triangle Choke)","1","1:30",2002-04-04
"7203","4","Aaron Crecy","Win","Paul Trudel","KO (Punch)N/A","1","0:50",2002-04-04
"7204","3","Craig Sloan","Win","Landon Showalter","DecisionN/A","3","3:00",2002-04-04
"7205","2","Jeremiah Futch","Win","Ben Manning","DecisionN/A","3","3:00",2002-04-04
"7206","1","Katsushi Sugiyama","Win","Casey Barkmeir","Submission (Armbar)N/A","1","1:19",2002-04-04
"7207","8","Akihiro Gono","Win","Kosei Kubota","Method Decision (Unanimous)","3","5:00",2002-05-11
"7208","7","Eiji Ishikawa","Win","Osami Shibuya","Decision (Majority)Yoshinori Umeki","2","5:00",2002-05-11
"7209","6","Kengo Watanabe","Win","Tomohiko Hashimoto","TKO (Punches)Soichi Hiroto","1","4:17",2002-05-11
"7210","5","Keiichiro Yamamiya","Win","Ichiro Kanai","TKO (Punches)Soichi Hiroto","1","3:51",2002-05-11
"7211","4","Satoru Kitaoka","Win","Kenji Arai","Decision (Majority)Soichi Hiroto","2","5:00",2002-05-11
"7212","3","Hikaru Sato","Win","Takaku Fuke","Decision (Majority)Kenji Kosuge","2","5:00",2002-05-11
"7213","2","Dokonjonosuke Mishima","Win","Masao Ando","Submission (Triangle Choke)Kenji Kosuge","2","2:22",2002-05-11
"7214","1","Yoshiro Maedad","Win","Mikio Takeuchi","Draw (Time Limit)Kenji Kosuge","2","5:00",2002-05-11
"7215","5","Renat Myzabekov","Win","Colin Mannsur","Method TKO (Armbar)","1","2:35",2002-04-18
"7216","4","Irina Bogaciova","Win","Yvonne Koulikov","TKO (Armbar)N/A","1","0:46",2002-04-18
"7217","3","Edward Yusufob","Win","Darrvi Calotes","Decision (Unanimous)N/A","2","5:00",2002-04-18
"7218","2","Roland Fabre","Win","Vladislav Koulikov","TKON/A","2","0:53",2002-04-18
"7219","1","Oleg Savitsky","Win","Brian Maulany","Decision (Unanimous)N/A","2","5:00",2002-04-18
"7220","14","Gerhard Ettl","Win","Erik Werts","Method KO","1","0:11",2001-07-14
"7221","13","Michael Ettl","Win","Errol Maduro","Submission (Choke)N/A","1","1:57",2001-07-14
"7222","12","Predrag Krsikapa","Win","Robbie Peeters","Submission (Rear Naked Choke)N/A","1","2:02",2001-07-14
"7223","11","Ralf Seeger","Win","Bas Jussen","Submission (Leglock)N/A","1","1:45",2001-07-14
"7224","10","Ian Freeman","Win","Stanislav Nuschik","Submission (Front Choke)N/A","1","1:57",2001-07-14
"7225","9","Norman Stauffenegg","Win","Mario Pogrielz","TKO (Strikes)N/A","1","1:34",2001-07-14
"7226","8","Samir Zilkic","Win","Wolfgang Bravc","TKO (Strikes)N/A","1","5:20",2001-07-14
"7227","7","Sergey Kaznovsky","Win","Colin Sexton","TKO (Shoulder Injury)N/A","1","0:30",2001-07-14
"7228","6","Karl Painer","Win","Steve Collins","Submission (Guillotine Choke)N/A","1","1:04",2001-07-14
"7229","5","Stefan Helmreich","Win","Peter Olexa","TKO (Strikes)N/A","1","1:02",2001-07-14
"7230","4","Costa Papadimitriou","Win","Thomas Lukac","Submission (Rear Naked Choke)N/A","1","0:25",2001-07-14
"7231","3","Bernd Edler","Win","Peter Henkrich","Submission (Guillotine Choke)N/A","1","4:12",2001-07-14
"7232","2","Markus Sackl","Win","Jochen Schrittwieser","KO (High Kick)N/A","1","9:35",2001-07-14
